RB処理日,年度_4月起点,年月,四半期_4月起点,会社_営業_コード_最新,会社_営業_名_最新,営業部門コード_最新,営業部門名_最新,営業部署コード_最新,営業部署名_最新,会社_G発注元コード_最新,会社_G発注元名_最新,G発注元部門コード_最新,G発注元部門名_最新,G発注元部署コード_最新,G発注元部署名_最新,会社_制作媒体コード_最新,会社_制作媒体名_最新,制作媒体部門コード_最新,制作媒体部門名_最新,制作媒体部署コード_最新,制作媒体部署名_最新,得意先コード,得意先名,広告主コード,広告主名,広告主業種_大コード,広告主業種_大名,広告主業種_中コード,広告主業種_中名,広告主業種_小コード,広告主業種_小名,広告主企業グループコード,広告主企業グループ名,広告主企業グループ業種_大コード,広告主企業グループ業種_大名,広告主企業グループ業種_中コード,広告主企業グループ業種_中名,広告主企業グループ業種_小コード,広告主企業グループ業種_小名,支払先コード,支払先名,マスメディア区分,マスメディア区分名,実施媒体社コード,実施媒体社名,売上種目コード,売上種目名,媒体種目コード,媒体種目名,媒体種類コード,媒体種類名,ビークルコード,ビークル名,仕入高予算,仕入高_建値,媒体戦略原価B予算,媒体戦略原価B_正味,媒体収益予算,媒体収益実績_正味,FC営収予算_社内_社外,FC営収_社内_社外,スタッフコスト
20230813,2023,202308,2Q,D004,株式会社大広北海道,SD02,第二営業本部,SD02-01,第三営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C008,味の素株式会社,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P015,LINE株式会社,M05,デジタル,MC02,日本テレビ,SC01,テレビスポット,MT09,駅構内,MK14,電車内広告,V001,TBS系全国ネット,6358758,7985456,4798374,3757873,1253490,966438,572949,421221,271763
20231203,2023,202312,3Q,E010,株式会社読広インターナショナル,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C023,アサヒグループホールディングス株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P016,株式会社JR東日本企画,M02,新聞,MC04,テレビ朝日,SC05,ラジオスポット,MT04,月刊誌,MK01,地上波テレビ,V010,Facebook/Instagram広告,49474486,50727037,35838954,26111639,10727825,10752287,6692512,5316930,3841532
20230921,2023,202309,2Q,H003,株式会社博報堂プロダクツ,SD05,関西営業本部,SD05-02,関西第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C013,ソニーグループ株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P019,株式会社集英社,M02,新聞,MC10,Google,SC10,屋外広告,MT01,スポットCM,MK10,ディスプレイ広告,V002,日テレ系全国ネット,28233707,30899643,18904388,16223460,4295847,4879140,2298742,1975466,786384
20240126,2023,202401,4Q,D005,株式会社大広メディアックス,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C015,三菱UFJフィナンシャル・グループ,A020,セブン＆アイ,IND08,流通・小売,IND08-02,コンビニ,IND08-02-01,コンビニエンスストア,AG19,セブン＆アイグループ,GI08,流通・小売,GI08-02,コンビニ,GI08-02-01,コンビニエンスストア,P019,株式会社集英社,M01,テレビ,MC02,日本テレビ,SC09,交通広告,MT04,月刊誌,MK09,検索連動型,V005,朝日新聞朝刊全国版,8989009,11325752,6869933,7829216,1563237,1135218,1198904,1345318,509682
20241203,2024,202412,3Q,Y002,株式会社読広クロスコム,SD01,第一営業本部,SD01-01,第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C030,イオン株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P005,株式会社テレビ朝日,M03,雑誌,MC02,日本テレビ,SC02,テレビタイム,MT09,駅構内,MK03,全国紙朝刊,V005,朝日新聞朝刊全国版,19008343,20203927,13596357,10901540,4311996,3497835,1879035,2336019,1345148
20241205,2024,202412,3Q,D004,株式会社大広北海道,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C011,ソフトバンク株式会社,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P009,株式会社日本経済新聞社,M02,新聞,MC12,Meta,SC08,SNS広告,MT09,駅構内,MK12,インストリーム動画,V007,日経新聞朝刊,37741822,26638246,19722863,22514697,10597364,10983873,5037004,5286364,1090196
20230526,2023,202305,1Q,H010,株式会社博報堂DYホールディングス,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C007,キリンホールディングス株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P004,株式会社フジテレビジョン,M03,雑誌,MC13,LINE,SC09,交通広告,MT07,ディスプレイ,MK10,ディスプレイ広告,V012,Yahoo!ディスプレイ,10471898,13147031,5979675,4671626,2722456,2019087,955345,771552,790306
20240525,2024,202405,1Q,E006,株式会社コスモ・コミュニケーションズ,SD02,第二営業本部,SD02-02,第四営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C026,武田薬品工業株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P013,ヤフー株式会社,M01,テレビ,MC14,JR東日本企画,SC08,SNS広告,MT04,月刊誌,MK04,全国紙夕刊,V014,東京メトロ車内,30990427,28194937,23123845,26260860,4480741,5054394,2784384,2414511,748891
20231214,2023,202312,3Q,D002,株式会社大広WEDO,SD05,関西営業本部,SD05-01,関西第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C001,トヨタ自動車株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P009,株式会社日本経済新聞社,M02,新聞,MC10,Google,SC05,ラジオスポット,MT01,スポットCM,MK02,BS・CS,V010,Facebook/Instagram広告,29263080,26553677,21535533,19773860,8686662,6015657,4095381,3333833,663194
20230420,2023,202304,1Q,Y002,株式会社読広クロスコム,SD05,関西営業本部,SD05-01,関西第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C014,株式会社日立製作所,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P011,Google合同会社,M05,デジタル,MC06,NHK,SC02,テレビタイム,MT05,FMスポット,MK09,検索連動型,V005,朝日新聞朝刊全国版,44854425,42389034,27842043,23605252,5627326,5269186,6460668,7148023,3326777
20241022,2024,202410,3Q,H010,株式会社博報堂DYホールディングス,SD04,メディア営業本部,SD04-01,メディア営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C010,KDDI株式会社,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P007,株式会社朝日新聞社,M04,ラジオ,MC13,LINE,SC10,屋外広告,MT10,ビルボード,MK11,SNSフィード,V006,読売新聞朝刊全国版,31304829,30211401,21997533,21020556,8100033,11079756,3869156,4237926,1159129
20241221,2024,202412,3Q,Y005,株式会社読広エージェンシー,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C022,株式会社ニトリホールディングス,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P008,株式会社読売新聞社,M02,新聞,MC03,フジテレビ,SC01,テレビスポット,MT01,スポットCM,MK04,全国紙夕刊,V008,Google検索広告,41121901,49751028,21459401,19468408,9291620,7020266,4919636,4903038,1424424
20250227,2024,202502,4Q,H001,株式会社博報堂,SD01,第一営業本部,SD01-02,第二営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C006,サントリーホールディングス株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P015,LINE株式会社,M01,テレビ,MC09,日経新聞,SC04,雑誌広告,MT02,タイムCM,MK08,AM放送,V003,フジ系全国ネット,31281679,34426946,24911719,24855073,9071934,11912726,3480563,3938481,1573052
20240903,2024,202409,2Q,D005,株式会社大広メディアックス,SD02,第二営業本部,SD02-01,第三営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C009,株式会社NTTドコモ,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P009,株式会社日本経済新聞社,M05,デジタル,MC08,読売新聞,SC04,雑誌広告,MT05,FMスポット,MK08,AM放送,V002,日テレ系全国ネット,47985185,41816060,27904082,23993458,9982379,7094469,3508971,3917309,2993562
20240518,2024,202405,1Q,D004,株式会社大広北海道,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C014,株式会社日立製作所,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P007,株式会社朝日新聞社,M04,ラジオ,MC07,朝日新聞,SC10,屋外広告,MT01,スポットCM,MK14,電車内広告,V015,渋谷大型ビジョン,38733925,35953937,19435476,17023133,9710402,12456099,5629706,5356174,2511931
20241128,2024,202411,3Q,E009,株式会社大広ONES,SD02,第二営業本部,SD02-02,第四営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C009,株式会社NTTドコモ,A014,三菱UFJ,IND06,金融・保険,IND06-01,銀行,IND06-01-01,都市銀行,AG13,MUFGグループ,GI06,金融・保険,GI06-01,銀行,GI06-01-01,都市銀行,P016,株式会社JR東日本企画,M01,テレビ,MC07,朝日新聞,SC06,デジタル広告,MT07,ディスプレイ,MK12,インストリーム動画,V003,フジ系全国ネット,31466021,39386804,24990836,24167683,8854090,9504991,3659497,2745971,1438524
20240621,2024,202406,1Q,H006,株式会社博報堂DYアウトドア,SD01,第一営業本部,SD01-01,第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C011,ソフトバンク株式会社,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P015,LINE株式会社,M03,雑誌,MC06,NHK,SC07,動画広告,MT05,FMスポット,MK13,駅看板,V014,東京メトロ車内,28390736,24170819,14892981,10569424,5901974,8262328,2413099,2630486,1898601
20230506,2023,202305,1Q,E005,株式会社エムハンド,SD01,第一営業本部,SD01-01,第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C027,JTBグループ,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P020,株式会社講談社,M02,新聞,MC04,テレビ朝日,SC03,新聞広告,MT08,動画配信,MK11,SNSフィード,V002,日テレ系全国ネット,37947357,48142074,24267721,20096629,6594455,7153098,5554486,6282203,2529855
20240118,2023,202401,4Q,H004,株式会社博報堂コンサルティング,SD05,関西営業本部,SD05-02,関西第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C019,株式会社リクルート,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P013,ヤフー株式会社,M06,OOH（屋外）,MC04,テレビ朝日,SC02,テレビタイム,MT10,ビルボード,MK12,インストリーム動画,V014,東京メトロ車内,42193524,35683469,29921870,25457267,9993612,12436274,5469239,5685599,947841
20240519,2024,202405,1Q,E002,株式会社SYパートナーズ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C001,トヨタ自動車株式会社,A014,三菱UFJ,IND06,金融・保険,IND06-01,銀行,IND06-01-01,都市銀行,AG13,MUFGグループ,GI06,金融・保険,GI06-01,銀行,GI06-01-01,都市銀行,P016,株式会社JR東日本企画,M01,テレビ,MC07,朝日新聞,SC06,デジタル広告,MT08,動画配信,MK12,インストリーム動画,V003,フジ系全国ネット,29325047,23626667,19252597,19738315,6544836,8741898,3737892,3659113,2039383
20231201,2023,202312,3Q,D001,株式会社大広,SD02,第二営業本部,SD02-02,第四営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C029,株式会社セブン＆アイ・ホールディングス,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P008,株式会社読売新聞社,M04,ラジオ,MC10,Google,SC10,屋外広告,MT07,ディスプレイ,MK06,月刊誌,V001,TBS系全国ネット,33272347,40278561,18451245,14872809,8636385,7533268,4592648,5147027,1216973
20240818,2024,202408,2Q,H007,株式会社博報堂DYスポーツマーケティング,SD01,第一営業本部,SD01-02,第二営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C016,株式会社三井住友銀行,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P008,株式会社読売新聞社,M06,OOH（屋外）,MC08,読売新聞,SC08,SNS広告,MT08,動画配信,MK13,駅看板,V001,TBS系全国ネット,6344704,5561395,3942093,3239030,1476996,1322230,668397,605737,506293
20240207,2023,202402,4Q,D002,株式会社大広WEDO,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C009,株式会社NTTドコモ,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P004,株式会社フジテレビジョン,M06,OOH（屋外）,MC04,テレビ朝日,SC06,デジタル広告,MT02,タイムCM,MK12,インストリーム動画,V009,YouTube広告,46416092,37647623,26221164,24702940,11368090,15702579,4755963,4136732,1208283
20240109,2023,202401,4Q,H008,デジタル・アドバタイジング・コンソーシアム株式会社,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C001,トヨタ自動車株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P005,株式会社テレビ朝日,M03,雑誌,MC01,TBSテレビ,SC01,テレビスポット,MT09,駅構内,MK05,週刊誌,V012,Yahoo!ディスプレイ,8574473,9283768,6223675,4675808,878481,726917,839195,758987,668207
20240719,2024,202407,2Q,H004,株式会社博報堂コンサルティング,SD01,第一営業本部,SD01-02,第二営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C003,日産自動車株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P002,株式会社TBSテレビ,M02,新聞,MC03,フジテレビ,SC10,屋外広告,MT05,FMスポット,MK02,BS・CS,V004,テレ朝系全国ネット,8049149,8329612,5029528,5019787,1800463,2197563,708629,882315,304589
20240528,2024,202405,1Q,H010,株式会社博報堂DYホールディングス,SD05,関西営業本部,SD05-02,関西第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C020,楽天グループ株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P007,株式会社朝日新聞社,M06,OOH（屋外）,MC04,テレビ朝日,SC05,ラジオスポット,MT02,タイムCM,MK03,全国紙朝刊,V004,テレ朝系全国ネット,11764429,12131424,6434669,5818605,2798454,2731095,626620,546953,434849
