RB処理日,年度_4月起点,年月,四半期_4月起点,会社_営業_コード_最新,会社_営業_名_最新,営業部門コード_最新,営業部門名_最新,営業部署コード_最新,営業部署名_最新,会社_G発注元コード_最新,会社_G発注元名_最新,G発注元部門コード_最新,G発注元部門名_最新,G発注元部署コード_最新,G発注元部署名_最新,会社_制作媒体コード_最新,会社_制作媒体名_最新,制作媒体部門コード_最新,制作媒体部門名_最新,制作媒体部署コード_最新,制作媒体部署名_最新,得意先コード,得意先名,広告主コード,広告主名,広告主業種_大コード,広告主業種_大名,広告主業種_中コード,広告主業種_中名,広告主業種_小コード,広告主業種_小名,広告主企業グループコード,広告主企業グループ名,広告主企業グループ業種_大コード,広告主企業グループ業種_大名,広告主企業グループ業種_中コード,広告主企業グループ業種_中名,広告主企業グループ業種_小コード,広告主企業グループ業種_小名,支払先コード,支払先名,マスメディア区分,マスメディア区分名,実施媒体社コード,実施媒体社名,売上種目コード,売上種目名,媒体種目コード,媒体種目名,媒体種類コード,媒体種類名,ビークルコード,ビークル名,仕入高予算,仕入高_建値,媒体戦略原価B予算,媒体戦略原価B_正味,媒体収益予算,媒体収益実績_正味,FC営収予算_社内_社外,FC営収_社内_社外,スタッフコスト
20231016,2023,202310,3Q,D005,株式会社大広メディアックス,SD05,関西営業本部,SD05-01,関西第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C015,三菱UFJフィナンシャル・グループ,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P015,LINE株式会社,M01,テレビ,MC03,フジテレビ,SC02,テレビタイム,MT10,ビルボード,MK10,ディスプレイ広告,V010,Facebook/Instagram広告,13184199,15986657,9185688,9208886,1546213,1397385,1638634,1148067,946099
20241221,2024,202412,3Q,H001,株式会社博報堂,SD01,第一営業本部,SD01-01,第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C021,株式会社ファーストリテイリング,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P019,株式会社集英社,M04,ラジオ,MC13,LINE,SC03,新聞広告,MT05,FMスポット,MK05,週刊誌,V006,読売新聞朝刊全国版,12383508,11955940,9871219,8342270,1723670,1998623,632337,672718,616930
20230507,2023,202305,1Q,D004,株式会社大広北海道,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C027,JTBグループ,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P010,株式会社毎日新聞社,M06,OOH（屋外）,MC10,Google,SC02,テレビタイム,MT09,駅構内,MK07,FM放送,V009,YouTube広告,43421068,49480490,32550045,32567174,8781499,10165144,4785954,3905559,1333242
20250301,2024,202503,4Q,Y004,株式会社ユニバーサルコミュニケーションズ,SD02,第二営業本部,SD02-01,第三営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C018,日本生命保険相互会社,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P017,株式会社東急エージェンシー,M04,ラジオ,MC01,TBSテレビ,SC04,雑誌広告,MT08,動画配信,MK06,月刊誌,V006,読売新聞朝刊全国版,49618892,58328076,32718162,35763082,7809486,7710221,5922766,5519502,1957854
20241001,2024,202410,3Q,H005,株式会社博報堂DYデジタル,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C007,キリンホールディングス株式会社,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P017,株式会社東急エージェンシー,M01,テレビ,MC04,テレビ朝日,SC03,新聞広告,MT03,全国紙,MK03,全国紙朝刊,V006,読売新聞朝刊全国版,31003287,28596968,17907661,13772098,5714295,4827020,2289687,2698741,1979722
20241003,2024,202410,3Q,H009,株式会社アイレップ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C008,味の素株式会社,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P010,株式会社毎日新聞社,M05,デジタル,MC03,フジテレビ,SC07,動画広告,MT07,ディスプレイ,MK03,全国紙朝刊,V003,フジ系全国ネット,44236730,37687130,27936288,19589496,13094509,9451311,5221519,5228770,2162164
20230525,2023,202305,1Q,H002,株式会社博報堂DYメディアパートナーズ,SD02,第二営業本部,SD02-01,第三営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C017,第一生命保険株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P014,Twitter Japan株式会社,M03,雑誌,MC02,日本テレビ,SC08,SNS広告,MT10,ビルボード,MK04,全国紙夕刊,V010,Facebook/Instagram広告,40566861,48792371,27738916,27781154,9395589,11326069,5228736,4362361,2747467
20231018,2023,202310,3Q,H008,デジタル・アドバタイジング・コンソーシアム株式会社,SD05,関西営業本部,SD05-01,関西第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C017,第一生命保険株式会社,A015,リクルート,IND07,サービス,IND07-01,人材,IND07-01-01,求人,AG14,リクルートグループ,GI07,サービス,GI07-01,人材,GI07-01-01,求人,P014,Twitter Japan株式会社,M05,デジタル,MC09,日経新聞,SC04,雑誌広告,MT09,駅構内,MK12,インストリーム動画,V013,JR首都圏主要駅,26846741,27201180,19793486,15336506,5437676,7436965,1907175,2331198,1235513
20230713,2023,202307,2Q,E010,株式会社読広インターナショナル,SD04,メディア営業本部,SD04-01,メディア営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C024,日清食品ホールディングス株式会社,A005,花王,IND02,化粧品・トイレタリー,IND02-02,トイレタリー,IND02-02-01,洗剤,AG04,花王グループ,GI02,化粧品・トイレタリー,GI02-02,トイレタリー,GI02-02-01,洗剤,P008,株式会社読売新聞社,M03,雑誌,MC01,TBSテレビ,SC08,SNS広告,MT10,ビルボード,MK14,電車内広告,V012,Yahoo!ディスプレイ,42499964,45450189,27368987,32499554,6229171,6885989,2690543,2819308,2183060
20240815,2024,202408,2Q,H009,株式会社アイレップ,SD05,関西営業本部,SD05-02,関西第二営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C022,株式会社ニトリホールディングス,A007,キリン,IND03,食品・飲料,IND03-02,酒類,IND03-02-01,ビール,AG06,キリングループ,GI03,食品・飲料,GI03-02,酒類,GI03-02-01,ビール,P007,株式会社朝日新聞社,M03,雑誌,MC03,フジテレビ,SC10,屋外広告,MT10,ビルボード,MK12,インストリーム動画,V006,読売新聞朝刊全国版,3959673,4057514,2530664,3033752,518131,585556,369801,377479,292602
20240407,2024,202404,1Q,D005,株式会社大広メディアックス,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C015,三菱UFJフィナンシャル・グループ,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P020,株式会社講談社,M04,ラジオ,MC02,日本テレビ,SC09,交通広告,MT02,タイムCM,MK10,ディスプレイ広告,V001,TBS系全国ネット,24184218,26390705,15268810,17615469,4843506,5956826,3372969,2821840,531570
20250218,2024,202502,4Q,Y001,株式会社読売広告社,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C006,サントリーホールディングス株式会社,A009,NTTドコモ,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG08,NTTグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P005,株式会社テレビ朝日,M04,ラジオ,MC02,日本テレビ,SC01,テレビスポット,MT04,月刊誌,MK04,全国紙夕刊,V003,フジ系全国ネット,18867308,24345481,13355726,12675236,3356615,2305797,1955683,2284153,503036
20240502,2024,202405,1Q,E005,株式会社エムハンド,SD04,メディア営業本部,SD04-01,メディア営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C005,花王株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P010,株式会社毎日新聞社,M01,テレビ,MC07,朝日新聞,SC04,雑誌広告,MT06,リスティング,MK08,AM放送,V003,フジ系全国ネット,17844165,17491991,13464196,13460280,3027227,3670158,2334018,2558812,917258
20230423,2023,202304,1Q,D005,株式会社大広メディアックス,SD02,第二営業本部,SD02-01,第三営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C027,JTBグループ,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P017,株式会社東急エージェンシー,M06,OOH（屋外）,MC12,Meta,SC06,デジタル広告,MT09,駅構内,MK13,駅看板,V014,東京メトロ車内,656236,470002,450555,448032,132685,125646,77879,87224,19465
20231220,2023,202312,3Q,E001,株式会社kyu,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C003,日産自動車株式会社,A009,NTTドコモ,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG08,NTTグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P020,株式会社講談社,M01,テレビ,MC05,テレビ東京,SC09,交通広告,MT08,動画配信,MK12,インストリーム動画,V004,テレ朝系全国ネット,23235149,26313830,15017624,12563872,6210030,8452151,1908984,2471826,1636974
20241002,2024,202410,3Q,D003,株式会社大広九州,SD01,第一営業本部,SD01-02,第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C016,株式会社三井住友銀行,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P020,株式会社講談社,M06,OOH（屋外）,MC08,読売新聞,SC08,SNS広告,MT03,全国紙,MK03,全国紙朝刊,V003,フジ系全国ネット,9588230,10725205,5678558,6551496,2359590,1575401,1428660,1800959,328076
20230413,2023,202304,1Q,H005,株式会社博報堂DYデジタル,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C015,三菱UFJフィナンシャル・グループ,A012,パナソニック,IND05,電気機器,IND05-01,家電,IND05-01-01,生活家電,AG11,パナソニックグループ,GI05,電気機器,GI05-01,家電,GI05-01-01,生活家電,P002,株式会社TBSテレビ,M04,ラジオ,MC14,JR東日本企画,SC07,動画広告,MT10,ビルボード,MK08,AM放送,V013,JR首都圏主要駅,46597847,44833574,31169332,35165014,11107805,14636702,2834411,2593506,3366711
20241208,2024,202412,3Q,Y005,株式会社読広エージェンシー,SD01,第一営業本部,SD01-01,第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C017,第一生命保険株式会社,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P005,株式会社テレビ朝日,M01,テレビ,MC08,読売新聞,SC06,デジタル広告,MT01,スポットCM,MK01,地上波テレビ,V001,TBS系全国ネット,27114206,28934083,19822862,19999069,3150007,2766917,2792065,3507949,2051908
20241012,2024,202410,3Q,E009,株式会社大広ONES,SD02,第二営業本部,SD02-01,第三営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C009,株式会社NTTドコモ,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P012,Meta日本株式会社,M04,ラジオ,MC06,NHK,SC03,新聞広告,MT04,月刊誌,MK03,全国紙朝刊,V003,フジ系全国ネット,6536849,5766967,5175704,6173601,1057846,1283623,450739,532330,355007
20241214,2024,202412,3Q,H003,株式会社博報堂プロダクツ,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C007,キリンホールディングス株式会社,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P008,株式会社読売新聞社,M05,デジタル,MC02,日本テレビ,SC06,デジタル広告,MT07,ディスプレイ,MK10,ディスプレイ広告,V006,読売新聞朝刊全国版,39510168,49280957,25463804,22270982,9160808,11094662,4337178,4879444,821066
20231015,2023,202310,3Q,D004,株式会社大広北海道,SD01,第一営業本部,SD01-02,第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C017,第一生命保険株式会社,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P010,株式会社毎日新聞社,M01,テレビ,MC12,Meta,SC09,交通広告,MT02,タイムCM,MK02,BS・CS,V008,Google検索広告,12900881,16627961,9108676,9008055,2841106,3597567,832449,720265,360452
20240805,2024,202408,2Q,Y004,株式会社ユニバーサルコミュニケーションズ,SD05,関西営業本部,SD05-02,関西第二営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C005,花王株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P019,株式会社集英社,M02,新聞,MC01,TBSテレビ,SC03,新聞広告,MT09,駅構内,MK05,週刊誌,V001,TBS系全国ネット,24300692,19117475,15813372,11443621,4293081,2755083,3488809,3999669,1318491
20241210,2024,202412,3Q,D004,株式会社大広北海道,SD01,第一営業本部,SD01-01,第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C024,日清食品ホールディングス株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P019,株式会社集英社,M04,ラジオ,MC06,NHK,SC05,ラジオスポット,MT10,ビルボード,MK15,デジタルサイネージ,V009,YouTube広告,4660851,4794885,2710501,3200194,1020014,809329,672916,806141,191992
20240619,2024,202406,1Q,H003,株式会社博報堂プロダクツ,SD05,関西営業本部,SD05-02,関西第二営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C021,株式会社ファーストリテイリング,A002,レクサス,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-02,高級車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P012,Meta日本株式会社,M03,雑誌,MC09,日経新聞,SC08,SNS広告,MT05,FMスポット,MK09,検索連動型,V008,Google検索広告,2578543,2325204,1583660,1286754,700281,939272,141123,130244,205755
20241227,2024,202412,3Q,H010,株式会社博報堂DYホールディングス,SD03,デジタル営業本部,SD03-01,デジタル第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C012,パナソニック株式会社,A001,トヨタ自動車,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG01,トヨタグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P004,株式会社フジテレビジョン,M02,新聞,MC14,JR東日本企画,SC04,雑誌広告,MT06,リスティング,MK01,地上波テレビ,V007,日経新聞朝刊,26590052,28638158,20153304,18468138,2953062,4099626,2286957,2951790,1517081
20240827,2024,202408,2Q,E008,株式会社博報堂テクノロジーズ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C014,株式会社日立製作所,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P016,株式会社JR東日本企画,M05,デジタル,MC15,集英社,SC10,屋外広告,MT04,月刊誌,MK14,電車内広告,V013,JR首都圏主要駅,32063738,33466859,25337085,25129795,9149365,7746823,2457853,2401326,2327201
