RB処理日,年度_4月起点,年月,四半期_4月起点,会社_営業_コード_最新,会社_営業_名_最新,営業部門コード_最新,営業部門名_最新,営業部署コード_最新,営業部署名_最新,会社_G発注元コード_最新,会社_G発注元名_最新,G発注元部門コード_最新,G発注元部門名_最新,G発注元部署コード_最新,G発注元部署名_最新,会社_制作媒体コード_最新,会社_制作媒体名_最新,制作媒体部門コード_最新,制作媒体部門名_最新,制作媒体部署コード_最新,制作媒体部署名_最新,得意先コード,得意先名,広告主コード,広告主名,広告主業種_大コード,広告主業種_大名,広告主業種_中コード,広告主業種_中名,広告主業種_小コード,広告主業種_小名,広告主企業グループコード,広告主企業グループ名,広告主企業グループ業種_大コード,広告主企業グループ業種_大名,広告主企業グループ業種_中コード,広告主企業グループ業種_中名,広告主企業グループ業種_小コード,広告主企業グループ業種_小名,支払先コード,支払先名,マスメディア区分,マスメディア区分名,実施媒体社コード,実施媒体社名,売上種目コード,売上種目名,媒体種目コード,媒体種目名,媒体種類コード,媒体種類名,ビークルコード,ビークル名,仕入高予算,仕入高_建値,媒体戦略原価B予算,媒体戦略原価B_正味,媒体収益予算,媒体収益実績_正味,FC営収予算_社内_社外,FC営収_社内_社外,スタッフコスト
20240911,2024,202409,2Q,Y005,株式会社読広エージェンシー,SD04,メディア営業本部,SD04-01,メディア営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C013,ソニーグループ株式会社,A009,NTTドコモ,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG08,NTTグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P015,LINE株式会社,M06,OOH（屋外）,MC06,NHK,SC04,雑誌広告,MT03,全国紙,MK06,月刊誌,V011,LINE広告,23964907,28821602,15293337,14957603,3777077,4749604,2612717,2921614,1625538
20230905,2023,202309,2Q,E005,株式会社エムハンド,SD05,関西営業本部,SD05-01,関西第一営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C030,イオン株式会社,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P002,株式会社TBSテレビ,M03,雑誌,MC13,LINE,SC10,屋外広告,MT03,全国紙,MK11,SNSフィード,V001,TBS系全国ネット,26663829,30155778,14957055,14112438,4730153,6368320,2548424,3039447,579396
20240912,2024,202409,2Q,E006,株式会社コスモ・コミュニケーションズ,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C020,楽天グループ株式会社,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P016,株式会社JR東日本企画,M02,新聞,MC12,Meta,SC03,新聞広告,MT02,タイムCM,MK12,インストリーム動画,V014,東京メトロ車内,27013946,21317710,18061647,14562004,6927471,7111117,1441524,1622391,914176
20241124,2024,202411,3Q,Y003,株式会社読広プランニング,SD05,関西営業本部,SD05-01,関西第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C009,株式会社NTTドコモ,A006,サントリー,IND03,食品・飲料,IND03-01,飲料,IND03-01-01,清涼飲料,AG05,サントリーグループ,GI03,食品・飲料,GI03-01,飲料,GI03-01-01,清涼飲料,P004,株式会社フジテレビジョン,M05,デジタル,MC03,フジテレビ,SC04,雑誌広告,MT07,ディスプレイ,MK05,週刊誌,V007,日経新聞朝刊,26800166,25173868,15676392,13860908,5874985,5096236,3503406,3598874,1696882
20231112,2023,202311,3Q,D002,株式会社大広WEDO,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C015,三菱UFJフィナンシャル・グループ,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P012,Meta日本株式会社,M06,OOH（屋外）,MC13,LINE,SC05,ラジオスポット,MT02,タイムCM,MK06,月刊誌,V010,Facebook/Instagram広告,33412193,23421892,20240105,22902755,8535129,11003809,2690453,2251530,1266252
20241217,2024,202412,3Q,H008,デジタル・アドバタイジング・コンソーシアム株式会社,SD02,第二営業本部,SD02-02,第四営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C014,株式会社日立製作所,A012,パナソニック,IND05,電気機器,IND05-01,家電,IND05-01-01,生活家電,AG11,パナソニックグループ,GI05,電気機器,GI05-01,家電,GI05-01-01,生活家電,P015,LINE株式会社,M02,新聞,MC07,朝日新聞,SC03,新聞広告,MT06,リスティング,MK13,駅看板,V007,日経新聞朝刊,11546072,10834174,7016444,6078564,3119936,3889845,1339549,1202836,687476
20230609,2023,202306,1Q,H001,株式会社博報堂,SD05,関西営業本部,SD05-01,関西第一営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C027,JTBグループ,A018,日清食品,IND03,食品・飲料,IND03-03,食品,IND03-03-02,即席麺,AG17,日清食品グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-02,即席麺,P017,株式会社東急エージェンシー,M01,テレビ,MC01,TBSテレビ,SC05,ラジオスポット,MT06,リスティング,MK15,デジタルサイネージ,V010,Facebook/Instagram広告,33800715,38634247,22822184,19113092,7420711,6797073,1906029,2098605,1260582
20231113,2023,202311,3Q,H005,株式会社博報堂DYデジタル,SD05,関西営業本部,SD05-02,関西第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C014,株式会社日立製作所,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P018,株式会社サイバーエージェント,M02,新聞,MC05,テレビ東京,SC05,ラジオスポット,MT09,駅構内,MK10,ディスプレイ広告,V015,渋谷大型ビジョン,34280607,33988540,21955003,23421436,7318819,7679929,2884055,3313876,1409845
20240614,2024,202406,1Q,E002,株式会社SYパートナーズ,SD05,関西営業本部,SD05-01,関西第一営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C010,KDDI株式会社,A014,三菱UFJ,IND06,金融・保険,IND06-01,銀行,IND06-01-01,都市銀行,AG13,MUFGグループ,GI06,金融・保険,GI06-01,銀行,GI06-01-01,都市銀行,P009,株式会社日本経済新聞社,M06,OOH（屋外）,MC10,Google,SC05,ラジオスポット,MT06,リスティング,MK13,駅看板,V010,Facebook/Instagram広告,40019681,31635084,26582365,23196540,10006483,11715236,4686951,5149316,2950877
20230617,2023,202306,1Q,D002,株式会社大広WEDO,SD02,第二営業本部,SD02-02,第四営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C008,味の素株式会社,A013,ソニー,IND05,電気機器,IND05-02,エンタテインメント,IND05-02-01,ゲーム,AG12,ソニーグループ,GI05,電気機器,GI05-02,エンタテインメント,GI05-02-01,ゲーム,P013,ヤフー株式会社,M04,ラジオ,MC14,JR東日本企画,SC02,テレビタイム,MT03,全国紙,MK09,検索連動型,V012,Yahoo!ディスプレイ,48883919,49765304,37154136,44005223,5353661,7450834,6644837,4943229,3321696
20231201,2023,202312,3Q,E007,株式会社博報堂アイ・スタジオ,SD05,関西営業本部,SD05-01,関西第一営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM03,アイ・スタジオ,PM03-01,Web制作部門,PM03-01-A,Web制作部,C004,株式会社資生堂,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P019,株式会社集英社,M03,雑誌,MC07,朝日新聞,SC06,デジタル広告,MT03,全国紙,MK14,電車内広告,V013,JR首都圏主要駅,12237103,11146109,7576975,7614223,1646100,1878072,1535190,1711278,908245
20240302,2023,202403,4Q,H003,株式会社博報堂プロダクツ,SD02,第二営業本部,SD02-02,第四営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C001,トヨタ自動車株式会社,A017,ファーストリテイリング,IND08,流通・小売,IND08-01,アパレル,IND08-01-01,カジュアル,AG16,ファーストリテイリンググループ,GI08,流通・小売,GI08-01,アパレル,GI08-01-01,カジュアル,P016,株式会社JR東日本企画,M02,新聞,MC06,NHK,SC05,ラジオスポット,MT07,ディスプレイ,MK07,FM放送,V003,フジ系全国ネット,11187042,9395111,7411970,6628430,1377047,1195151,1622422,1897886,331638
20240716,2024,202407,2Q,H003,株式会社博報堂プロダクツ,SD02,第二営業本部,SD02-02,第四営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C020,楽天グループ株式会社,A011,ソフトバンク,IND04,情報・通信,IND04-01,通信,IND04-01-02,ブロードバンド,AG10,ソフトバンクグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P020,株式会社講談社,M06,OOH（屋外）,MC08,読売新聞,SC06,デジタル広告,MT03,全国紙,MK14,電車内広告,V004,テレ朝系全国ネット,24343363,28112858,16404660,14498076,3451505,2915667,1428382,1835169,565271
20240324,2023,202403,4Q,E001,株式会社kyu,SD04,メディア営業本部,SD04-02,メディアプランニング部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C020,楽天グループ株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P013,ヤフー株式会社,M06,OOH（屋外）,MC01,TBSテレビ,SC03,新聞広告,MT05,FMスポット,MK03,全国紙朝刊,V001,TBS系全国ネット,5099790,3836434,3219431,2304175,835104,1004023,327488,303810,115943
20231025,2023,202310,3Q,Y002,株式会社読広クロスコム,SD04,メディア営業本部,SD04-01,メディア営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C001,トヨタ自動車株式会社,A012,パナソニック,IND05,電気機器,IND05-01,家電,IND05-01-01,生活家電,AG11,パナソニックグループ,GI05,電気機器,GI05-01,家電,GI05-01-01,生活家電,P016,株式会社JR東日本企画,M03,雑誌,MC08,読売新聞,SC01,テレビスポット,MT08,動画配信,MK07,FM放送,V008,Google検索広告,3446363,2924866,1763827,1854226,426890,284799,401972,399597,163327
20230711,2023,202307,2Q,H007,株式会社博報堂DYスポーツマーケティング,SD05,関西営業本部,SD05-01,関西第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C005,花王株式会社,A019,ANA,IND09,運輸・レジャー,IND09-01,航空,IND09-01-01,旅客,AG18,ANAグループ,GI09,運輸・レジャー,GI09-01,航空,GI09-01-01,旅客,P008,株式会社読売新聞社,M06,OOH（屋外）,MC09,日経新聞,SC04,雑誌広告,MT06,リスティング,MK09,検索連動型,V015,渋谷大型ビジョン,28953178,26216713,19152817,14041657,7649663,10059502,2216907,2771816,1147982
20230525,2023,202305,1Q,E009,株式会社大広ONES,SD03,デジタル営業本部,SD03-02,デジタル第二営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C012,パナソニック株式会社,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P001,株式会社電通,M06,OOH（屋外）,MC07,朝日新聞,SC08,SNS広告,MT09,駅構内,MK08,AM放送,V004,テレ朝系全国ネット,37714258,33056309,19727545,22447085,7085293,8004638,2439441,2108540,2943560
20240126,2023,202401,4Q,E005,株式会社エムハンド,SD01,第一営業本部,SD01-02,第二営業部,OD01,博報堂本社,OD01-01,企画部門,OD01-01-A,企画第一部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C027,JTBグループ,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P008,株式会社読売新聞社,M05,デジタル,MC04,テレビ朝日,SC09,交通広告,MT07,ディスプレイ,MK04,全国紙夕刊,V015,渋谷大型ビジョン,3847495,4814832,2504582,2595388,771917,924742,327158,257202,197376
20240811,2024,202408,2Q,H004,株式会社博報堂コンサルティング,SD02,第二営業本部,SD02-01,第三営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM01,博報堂プロダクツ,PM01-01,映像制作部門,PM01-01-A,映像制作部,C014,株式会社日立製作所,A004,資生堂,IND02,化粧品・トイレタリー,IND02-01,化粧品,IND02-01-01,スキンケア,AG03,資生堂グループ,GI02,化粧品・トイレタリー,GI02-01,化粧品,GI02-01-01,スキンケア,P018,株式会社サイバーエージェント,M02,新聞,MC15,集英社,SC04,雑誌広告,MT04,月刊誌,MK13,駅看板,V003,フジ系全国ネット,38238874,32680457,20426309,23534485,11285327,14319127,4592974,5538367,2035586
20230718,2023,202307,2Q,Y002,株式会社読広クロスコム,SD01,第一営業本部,SD01-02,第二営業部,OD03,DYMPA,OD03-01,メディア部門,OD03-01-A,メディア企画部,PM04,スパイスボックス,PM04-01,SNS運用部門,PM04-01-A,SNS運用部,C024,日清食品ホールディングス株式会社,A016,楽天,IND04,情報・通信,IND04-02,IT,IND04-02-01,EC,AG15,楽天グループ,GI04,情報・通信,GI04-02,IT,GI04-02-01,EC,P012,Meta日本株式会社,M01,テレビ,MC05,テレビ東京,SC02,テレビタイム,MT02,タイムCM,MK10,ディスプレイ広告,V001,TBS系全国ネット,22024896,15505169,14450433,10961758,3941643,2897251,2693029,2816889,1001282
20240702,2024,202407,2Q,E002,株式会社SYパートナーズ,SD02,第二営業本部,SD02-01,第三営業部,OD05,読広本社,OD05-01,クリエイティブ部門,OD05-01-A,クリエイティブ部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C014,株式会社日立製作所,A008,味の素,IND03,食品・飲料,IND03-03,食品,IND03-03-01,調味料,AG07,味の素グループ,GI03,食品・飲料,GI03-03,食品,GI03-03-01,調味料,P004,株式会社フジテレビジョン,M06,OOH（屋外）,MC15,集英社,SC08,SNS広告,MT09,駅構内,MK07,FM放送,V009,YouTube広告,3925166,4041399,2559422,2689634,1164378,817478,279839,298724,91549
20240323,2023,202403,4Q,H005,株式会社博報堂DYデジタル,SD02,第二営業本部,SD02-01,第三営業部,OD02,博報堂本社,OD02-01,制作部門,OD02-01-A,制作第一部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C029,株式会社セブン＆アイ・ホールディングス,A010,KDDI,IND04,情報・通信,IND04-01,通信,IND04-01-01,携帯電話,AG09,KDDIグループ,GI04,情報・通信,GI04-01,通信,GI04-01-01,携帯電話,P003,日本テレビ放送網株式会社,M06,OOH（屋外）,MC03,フジテレビ,SC06,デジタル広告,MT07,ディスプレイ,MK04,全国紙夕刊,V008,Google検索広告,17096764,16923111,10629060,8189068,3139944,3166263,2091029,2402059,853406
20230507,2023,202305,1Q,E007,株式会社博報堂アイ・スタジオ,SD05,関西営業本部,SD05-01,関西第一営業部,OD04,大広本社,OD04-01,営業企画部門,OD04-01-A,営業企画部,PM02,博報堂プロダクツ,PM02-01,デジタル制作部門,PM02-01-A,デジタル制作部,C015,三菱UFJフィナンシャル・グループ,A003,本田技研工業,IND01,自動車・輸送機器,IND01-01,自動車,IND01-01-01,乗用車,AG02,ホンダグループ,GI01,自動車・輸送機器,GI01-01,自動車,GI01-01-01,乗用車,P004,株式会社フジテレビジョン,M04,ラジオ,MC02,日本テレビ,SC08,SNS広告,MT05,FMスポット,MK02,BS・CS,V004,テレ朝系全国ネット,24549986,27374885,13416464,9426482,2542967,2598961,3082016,3097918,1753047
