RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20230804,博報堂プロダクツ,営業統括,総務部,第二課,2023,202308,2Q,300002,経常利益,S005,確定,86729148,68086750
20250214,大広,メディア統括,第二営業部,第三課,2024,202502,4Q,300002,経常利益,S005,確定,284017179,239213086
20250107,博報堂,デジタル統括,財務経理部,第三課,2024,202501,4Q,400002,制作収入,S002,特別,100024527,76468111
20240108,大広,管理統括,総務部,第一課,2023,202401,4Q,300002,経常利益,S002,特別,55079330,54536066
20240401,博報堂プロダクツ,管理統括,デジタルマーケティング部,運用課,2024,202404,1Q,400003,コンサルティング収入,S003,調整,164913447,135471801
20240809,博報堂プロダクツ,管理統括,第一営業部,開発課,2024,202408,2Q,400003,コンサルティング収入,S005,確定,245230110,311301563
20241028,読売広告社,管理統括,デジタルマーケティング部,第三課,2024,202410,3Q,300001,営業利益,S002,特別,142066338,118768076
20231225,博報堂,デジタル統括,財務経理部,第一課,2023,202312,3Q,200003,減価償却費,S004,見込,255372970,224673471
20240318,大広,クリエイティブ統括,制作部,管理課,2023,202403,4Q,200001,人件費,S003,調整,228643526,265592960
20230923,博報堂プロダクツ,営業統括,デジタルマーケティング部,第三課,2023,202309,2Q,100002,売上原価,S003,調整,424869029,479479462
20240123,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,管理課,2023,202401,4Q,500002,媒体社リベート,S004,見込,487472552,387149979
20240913,読売広告社,メディア統括,クリエイティブ部,推進課,2024,202409,2Q,500001,広告主負担金,S004,見込,253188014,215912062
20250312,読売広告社,営業統括,デジタルマーケティング部,運用課,2024,202503,4Q,200003,減価償却費,S004,見込,435136585,343665313
20231219,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,運用課,2023,202312,3Q,200003,減価償却費,S005,確定,159536816,253143991
20230622,博報堂DYメディアパートナーズ,メディア統括,第一営業部,第三課,2023,202306,1Q,100002,売上原価,S001,通常,341466578,489556724
20230603,博報堂プロダクツ,営業統括,第二営業部,管理課,2023,202306,1Q,100003,売上総利益,S002,特別,425052847,413554106
20230727,大広,デジタル統括,総務部,第三課,2023,202307,2Q,400002,制作収入,S005,確定,131093657,206417834
20230917,博報堂,クリエイティブ統括,第二営業部,開発課,2023,202309,2Q,500001,広告主負担金,S005,確定,54298295,78161722
20241206,読売広告社,デジタル統括,制作部,第二課,2024,202412,3Q,500002,媒体社リベート,S004,見込,280302315,427001281
20231215,大広,クリエイティブ統括,財務経理部,企画課,2023,202312,3Q,200002,経費,S002,特別,403841333,328850673
20231021,大広,営業統括,財務経理部,管理課,2023,202310,3Q,400001,媒体手数料収入,S003,調整,311850043,370967991
20241008,読売広告社,クリエイティブ統括,人事部,第三課,2024,202410,3Q,100003,売上総利益,S004,見込,10507945,14030271
20240505,読売広告社,管理統括,経営企画部,第三課,2024,202405,1Q,400001,媒体手数料収入,S002,特別,161843703,177040124
20250108,大広,営業統括,第二営業部,管理課,2024,202501,4Q,100001,売上高,S002,特別,297293932,225215699
20240605,読売広告社,デジタル統括,総務部,運用課,2024,202406,1Q,100003,売上総利益,S001,通常,324788906,298086041
20240506,大広,クリエイティブ統括,制作部,第三課,2024,202405,1Q,100003,売上総利益,S005,確定,500477571,412095974
20230824,大広,メディア統括,制作部,第三課,2023,202308,2Q,100003,売上総利益,S001,通常,17468052,14746472
20240317,博報堂,デジタル統括,デジタルマーケティング部,開発課,2023,202403,4Q,200001,人件費,S005,確定,435993096,315334958
20240219,大広,デジタル統括,クリエイティブ部,第一課,2023,202402,4Q,300002,経常利益,S005,確定,175219214,272656832
20231204,博報堂,メディア統括,第一営業部,第三課,2023,202312,3Q,400002,制作収入,S005,確定,220462552,294000774
20231113,博報堂,デジタル統括,クリエイティブ部,開発課,2023,202311,3Q,300001,営業利益,S001,通常,488094813,404645413
20240219,大広,デジタル統括,人事部,推進課,2023,202402,4Q,300001,営業利益,S004,見込,248936805,318398782
20250328,大広,管理統括,第一営業部,運用課,2024,202503,4Q,500002,媒体社リベート,S003,調整,204269771,309345027
20240419,読売広告社,メディア統括,制作部,第一課,2024,202404,1Q,400001,媒体手数料収入,S004,見込,343146452,301438683
20230605,大広,管理統括,第二営業部,第一課,2023,202306,1Q,200001,人件費,S001,通常,626774796,495585835
20230801,博報堂プロダクツ,クリエイティブ統括,人事部,第三課,2023,202308,2Q,100003,売上総利益,S005,確定,457880345,404548240
20231121,読売広告社,管理統括,制作部,第三課,2023,202311,3Q,200002,経費,S004,見込,432661413,462346585
20241222,博報堂プロダクツ,メディア統括,制作部,第二課,2024,202412,3Q,500001,広告主負担金,S004,見込,293457890,277029396
20240226,大広,管理統括,第二営業部,第三課,2023,202402,4Q,200001,人件費,S004,見込,203292230,214789859
20240702,読売広告社,営業統括,第二営業部,第三課,2024,202407,2Q,100001,売上高,S004,見込,257900703,384234177
20230708,博報堂,営業統括,財務経理部,第二課,2023,202307,2Q,500001,広告主負担金,S002,特別,39125744,30174913
20250210,博報堂DYメディアパートナーズ,管理統括,経営企画部,運用課,2024,202502,4Q,400003,コンサルティング収入,S005,確定,243052568,214772497
20250205,博報堂DYメディアパートナーズ,デジタル統括,デジタルマーケティング部,運用課,2024,202502,4Q,100001,売上高,S002,特別,202413361,206505795
20240324,大広,メディア統括,第二営業部,第二課,2023,202403,4Q,500001,広告主負担金,S004,見込,292915960,482215625
20250103,大広,メディア統括,財務経理部,管理課,2024,202501,4Q,300001,営業利益,S001,通常,338456796,294409884
20250308,大広,デジタル統括,第一営業部,第一課,2024,202503,4Q,400003,コンサルティング収入,S001,通常,188862534,308004092
20240817,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,管理課,2024,202408,2Q,500001,広告主負担金,S005,確定,234122125,287940639
20230720,博報堂,営業統括,第二営業部,推進課,2023,202307,2Q,500002,媒体社リベート,S005,確定,27810018,32801818
20230626,読売広告社,管理統括,第二営業部,第二課,2023,202306,1Q,200001,人件費,S001,通常,250126986,299925682
20231021,博報堂プロダクツ,クリエイティブ統括,メディアプランニング部,第一課,2023,202310,3Q,500001,広告主負担金,S005,確定,311153208,226203053
20250202,博報堂DYメディアパートナーズ,営業統括,総務部,運用課,2024,202502,4Q,200002,経費,S005,確定,29970265,47380152
20240614,大広,クリエイティブ統括,総務部,企画課,2024,202406,1Q,400003,コンサルティング収入,S003,調整,66719410,100588091
20240725,博報堂,メディア統括,総務部,開発課,2024,202407,2Q,300001,営業利益,S003,調整,458150627,378206432
20241026,博報堂プロダクツ,デジタル統括,総務部,第二課,2024,202410,3Q,300001,営業利益,S001,通常,318617250,236345510
20250304,読売広告社,営業統括,第一営業部,管理課,2024,202503,4Q,300001,営業利益,S001,通常,126358624,106587547
20230411,大広,営業統括,人事部,推進課,2023,202304,1Q,300002,経常利益,S005,確定,232931136,264398613
20241205,博報堂DYメディアパートナーズ,営業統括,クリエイティブ部,第三課,2024,202412,3Q,300002,経常利益,S003,調整,329383430,332766271
20241007,博報堂プロダクツ,クリエイティブ統括,デジタルマーケティング部,開発課,2024,202410,3Q,500002,媒体社リベート,S002,特別,47125604,34432521
20241108,読売広告社,メディア統括,人事部,推進課,2024,202411,3Q,300002,経常利益,S001,通常,156494445,176941007
20230617,博報堂DYメディアパートナーズ,デジタル統括,デジタルマーケティング部,第一課,2023,202306,1Q,400003,コンサルティング収入,S001,通常,321467766,327637423
20240402,博報堂プロダクツ,デジタル統括,メディアプランニング部,第一課,2024,202404,1Q,400001,媒体手数料収入,S005,確定,229542527,250837647
20240812,読売広告社,クリエイティブ統括,第一営業部,推進課,2024,202408,2Q,200002,経費,S004,見込,240397049,215765359
20250113,博報堂,管理統括,制作部,第三課,2024,202501,4Q,100003,売上総利益,S001,通常,161966016,142889912
20240709,博報堂プロダクツ,デジタル統括,人事部,開発課,2024,202407,2Q,400002,制作収入,S004,見込,232109915,341560614
20240321,大広,デジタル統括,財務経理部,開発課,2023,202403,4Q,500002,媒体社リベート,S001,通常,363591683,281196640
20241008,大広,管理統括,メディアプランニング部,推進課,2024,202410,3Q,500002,媒体社リベート,S005,確定,35521016,30193289
20241214,読売広告社,メディア統括,制作部,運用課,2024,202412,3Q,400001,媒体手数料収入,S002,特別,276322815,406350591
20240926,博報堂,デジタル統括,総務部,第三課,2024,202409,2Q,200003,減価償却費,S005,確定,309701230,233024616
20240909,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,開発課,2024,202409,2Q,400001,媒体手数料収入,S002,特別,189504573,310549803
20250112,博報堂プロダクツ,営業統括,人事部,企画課,2024,202501,4Q,400001,媒体手数料収入,S002,特別,572592418,482285710
20240524,博報堂,クリエイティブ統括,財務経理部,第一課,2024,202405,1Q,100001,売上高,S001,通常,394005745,385117499
20230915,博報堂,営業統括,経営企画部,第二課,2023,202309,2Q,100002,売上原価,S002,特別,339095701,291958997
20230518,読売広告社,メディア統括,人事部,開発課,2023,202305,1Q,500002,媒体社リベート,S002,特別,221120951,248521949
20230910,大広,営業統括,第二営業部,管理課,2023,202309,2Q,400003,コンサルティング収入,S002,特別,411377240,499208917
20231125,博報堂プロダクツ,デジタル統括,財務経理部,第二課,2023,202311,3Q,400001,媒体手数料収入,S004,見込,160266507,219702489
20231003,博報堂DYメディアパートナーズ,デジタル統括,第二営業部,推進課,2023,202310,3Q,400002,制作収入,S001,通常,530410350,430260325
20231019,読売広告社,メディア統括,第一営業部,運用課,2023,202310,3Q,100001,売上高,S005,確定,545379828,480640282
20240223,博報堂プロダクツ,デジタル統括,クリエイティブ部,企画課,2023,202402,4Q,200003,減価償却費,S002,特別,348996850,310002582
20241118,読売広告社,デジタル統括,デジタルマーケティング部,開発課,2024,202411,3Q,500001,広告主負担金,S004,見込,286164783,338905628
20241227,博報堂,クリエイティブ統括,経営企画部,第二課,2024,202412,3Q,200001,人件費,S001,通常,272567688,272134351
20230801,博報堂,デジタル統括,経営企画部,管理課,2023,202308,2Q,300001,営業利益,S005,確定,234732357,216885951
20240524,博報堂,クリエイティブ統括,メディアプランニング部,第三課,2024,202405,1Q,400002,制作収入,S003,調整,301217851,473247481
20241110,読売広告社,管理統括,メディアプランニング部,開発課,2024,202411,3Q,100003,売上総利益,S001,通常,29987228,27196540
20250319,読売広告社,デジタル統括,第一営業部,運用課,2024,202503,4Q,200002,経費,S004,見込,260466733,223894614
20240716,博報堂DYメディアパートナーズ,管理統括,総務部,運用課,2024,202407,2Q,200003,減価償却費,S001,通常,514933125,403266495
20240526,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,管理課,2024,202405,1Q,400002,制作収入,S001,通常,96330121,70487516
20231103,博報堂DYメディアパートナーズ,クリエイティブ統括,経営企画部,推進課,2023,202311,3Q,100001,売上高,S001,通常,428002107,416131157
20230717,博報堂,メディア統括,第二営業部,企画課,2023,202307,2Q,100001,売上高,S004,見込,414679431,386540358
20250316,博報堂プロダクツ,デジタル統括,第一営業部,運用課,2024,202503,4Q,200001,人件費,S002,特別,191388939,231348132
20241027,博報堂,営業統括,デジタルマーケティング部,開発課,2024,202410,3Q,100003,売上総利益,S003,調整,61597164,97213752
20230402,読売広告社,メディア統括,制作部,第一課,2023,202304,1Q,400003,コンサルティング収入,S005,確定,149221025,173067513
20240108,博報堂DYメディアパートナーズ,デジタル統括,第二営業部,推進課,2023,202401,4Q,400002,制作収入,S004,見込,258896529,367751367
20250127,博報堂,管理統括,第一営業部,開発課,2024,202501,4Q,200001,人件費,S003,調整,140968456,139630821
20240920,博報堂プロダクツ,メディア統括,デジタルマーケティング部,第三課,2024,202409,2Q,200001,人件費,S002,特別,63640480,89543666
20241204,博報堂DYメディアパートナーズ,クリエイティブ統括,第二営業部,管理課,2024,202412,3Q,200001,人件費,S002,特別,218447018,167688984
20230902,博報堂DYメディアパートナーズ,メディア統括,総務部,第二課,2023,202309,2Q,300001,営業利益,S002,特別,231268389,180912264
20231018,博報堂DYメディアパートナーズ,デジタル統括,デジタルマーケティング部,管理課,2023,202310,3Q,200003,減価償却費,S003,調整,473686217,378957955
20231109,博報堂DYメディアパートナーズ,管理統括,経営企画部,第二課,2023,202311,3Q,400002,制作収入,S001,通常,519996385,454404357
20231218,博報堂プロダクツ,クリエイティブ統括,財務経理部,開発課,2023,202312,3Q,500001,広告主負担金,S002,特別,367407529,340264332
20231014,博報堂,メディア統括,デジタルマーケティング部,企画課,2023,202310,3Q,400002,制作収入,S001,通常,82907602,60704949
20231212,博報堂プロダクツ,営業統括,制作部,推進課,2023,202312,3Q,200001,人件費,S005,確定,308980287,309527896
20240101,大広,管理統括,第一営業部,企画課,2023,202401,4Q,200003,減価償却費,S004,見込,18786592,28745118
20230925,大広,デジタル統括,第二営業部,企画課,2023,202309,2Q,500002,媒体社リベート,S001,通常,158903569,128740365
20241127,博報堂,営業統括,制作部,推進課,2024,202411,3Q,200002,経費,S001,通常,474495619,496831865
20231203,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,開発課,2023,202312,3Q,400001,媒体手数料収入,S003,調整,176192769,147897999
20240323,大広,メディア統括,デジタルマーケティング部,第二課,2023,202403,4Q,500002,媒体社リベート,S002,特別,527504854,392041476
20230714,読売広告社,デジタル統括,デジタルマーケティング部,第二課,2023,202307,2Q,100001,売上高,S003,調整,12303215,16025343
20231002,大広,デジタル統括,人事部,開発課,2023,202310,3Q,100002,売上原価,S001,通常,314255603,355491056
20240708,博報堂DYメディアパートナーズ,メディア統括,デジタルマーケティング部,運用課,2024,202407,2Q,500001,広告主負担金,S002,特別,369975398,434470504
20230913,博報堂プロダクツ,デジタル統括,第一営業部,運用課,2023,202309,2Q,100002,売上原価,S002,特別,122198510,122929935
20250113,読売広告社,デジタル統括,財務経理部,第三課,2024,202501,4Q,200003,減価償却費,S002,特別,32796837,26809125
20230505,読売広告社,クリエイティブ統括,総務部,第二課,2023,202305,1Q,400001,媒体手数料収入,S003,調整,299142371,250420607
20230712,博報堂プロダクツ,営業統括,第二営業部,運用課,2023,202307,2Q,500002,媒体社リベート,S003,調整,35598257,29820825
20240314,読売広告社,メディア統括,経営企画部,運用課,2023,202403,4Q,300001,営業利益,S001,通常,100478397,147791404
20250315,博報堂プロダクツ,デジタル統括,経営企画部,管理課,2024,202503,4Q,200002,経費,S005,確定,218282020,199511199
20230706,博報堂DYメディアパートナーズ,営業統括,制作部,管理課,2023,202307,2Q,500001,広告主負担金,S002,特別,266188354,326349658
20250208,博報堂DYメディアパートナーズ,営業統括,第一営業部,第三課,2024,202502,4Q,400002,制作収入,S005,確定,281143348,419966606
20230825,博報堂DYメディアパートナーズ,メディア統括,第一営業部,第一課,2023,202308,2Q,300001,営業利益,S004,見込,175382710,153940142
20230715,博報堂DYメディアパートナーズ,営業統括,総務部,管理課,2023,202307,2Q,300002,経常利益,S004,見込,297653431,323714670
20230912,博報堂DYメディアパートナーズ,営業統括,財務経理部,第二課,2023,202309,2Q,400002,制作収入,S001,通常,318222779,244240262
20230725,博報堂プロダクツ,メディア統括,第一営業部,管理課,2023,202307,2Q,400001,媒体手数料収入,S004,見込,45073184,38472639
20250208,博報堂プロダクツ,管理統括,クリエイティブ部,第二課,2024,202502,4Q,300001,営業利益,S005,確定,126130281,134303959
20230623,博報堂プロダクツ,管理統括,メディアプランニング部,企画課,2023,202306,1Q,200003,減価償却費,S005,確定,175830760,132158578
20240715,博報堂プロダクツ,メディア統括,デジタルマーケティング部,開発課,2024,202407,2Q,200002,経費,S001,通常,241216416,303176466
20250328,博報堂,デジタル統括,クリエイティブ部,企画課,2024,202503,4Q,100002,売上原価,S005,確定,55636353,40096884
20240211,読売広告社,メディア統括,第二営業部,第一課,2023,202402,4Q,500002,媒体社リベート,S001,通常,144582263,146446644
20230402,博報堂DYメディアパートナーズ,管理統括,経営企画部,開発課,2023,202304,1Q,300001,営業利益,S005,確定,86626386,63913768
20230714,大広,デジタル統括,デジタルマーケティング部,第二課,2023,202307,2Q,100001,売上高,S005,確定,199248226,306584622
20250228,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,管理課,2024,202502,4Q,100001,売上高,S003,調整,278241969,289355730
20231101,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,第一課,2023,202311,3Q,300001,営業利益,S002,特別,245292557,269012101
20230721,博報堂,クリエイティブ統括,第一営業部,第二課,2023,202307,2Q,100002,売上原価,S003,調整,513858569,409240804
20230620,博報堂プロダクツ,管理統括,経営企画部,第三課,2023,202306,1Q,400003,コンサルティング収入,S002,特別,315693318,409919729
20230818,大広,メディア統括,総務部,第二課,2023,202308,2Q,500001,広告主負担金,S001,通常,320990210,285288464
20240222,博報堂プロダクツ,メディア統括,メディアプランニング部,第二課,2023,202402,4Q,500002,媒体社リベート,S004,見込,11310551,13528287
20241014,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,第三課,2024,202410,3Q,400001,媒体手数料収入,S004,見込,412350749,398741996
20230901,博報堂,クリエイティブ統括,人事部,企画課,2023,202309,2Q,100002,売上原価,S004,見込,82233314,75551422
20230411,博報堂プロダクツ,管理統括,クリエイティブ部,運用課,2023,202304,1Q,200003,減価償却費,S004,見込,80183930,107936077
20230509,博報堂,デジタル統括,財務経理部,第三課,2023,202305,1Q,100001,売上高,S001,通常,195537813,228722948
20250116,大広,デジタル統括,総務部,運用課,2024,202501,4Q,100003,売上総利益,S001,通常,567617301,441848906
20241012,博報堂,デジタル統括,制作部,第一課,2024,202410,3Q,300002,経常利益,S003,調整,411539921,300934427
20240617,博報堂プロダクツ,管理統括,経営企画部,第一課,2024,202406,1Q,200001,人件費,S004,見込,261112338,401085243
20240726,大広,メディア統括,財務経理部,企画課,2024,202407,2Q,500002,媒体社リベート,S002,特別,85689662,128641114
20240703,大広,営業統括,第一営業部,第三課,2024,202407,2Q,400002,制作収入,S003,調整,132647132,101990148
20231128,大広,クリエイティブ統括,クリエイティブ部,運用課,2023,202311,3Q,100001,売上高,S001,通常,78871115,81102046
20240724,読売広告社,デジタル統括,財務経理部,運用課,2024,202407,2Q,300001,営業利益,S004,見込,148277657,115715292
20240703,博報堂DYメディアパートナーズ,メディア統括,人事部,推進課,2024,202407,2Q,300002,経常利益,S004,見込,427023923,442619792
20230623,博報堂DYメディアパートナーズ,デジタル統括,クリエイティブ部,開発課,2023,202306,1Q,100001,売上高,S003,調整,396327414,358443362
20240528,博報堂,デジタル統括,財務経理部,第一課,2024,202405,1Q,500001,広告主負担金,S005,確定,143778838,149399371
20231112,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,推進課,2023,202311,3Q,400003,コンサルティング収入,S004,見込,315749254,344167809
20230818,読売広告社,営業統括,経営企画部,管理課,2023,202308,2Q,300001,営業利益,S002,特別,46971478,65606687
20240104,博報堂,デジタル統括,財務経理部,管理課,2023,202401,4Q,400003,コンサルティング収入,S005,確定,164919975,137036120
20241023,博報堂プロダクツ,管理統括,人事部,第二課,2024,202410,3Q,100003,売上総利益,S003,調整,36587447,28954381
20240722,博報堂DYメディアパートナーズ,営業統括,総務部,推進課,2024,202407,2Q,500002,媒体社リベート,S005,確定,59458230,48057737
20240909,博報堂プロダクツ,営業統括,制作部,管理課,2024,202409,2Q,400003,コンサルティング収入,S004,見込,71083908,51259423
20240316,大広,メディア統括,財務経理部,第三課,2023,202403,4Q,100003,売上総利益,S004,見込,108415262,123687029
20240304,大広,クリエイティブ統括,経営企画部,企画課,2023,202403,4Q,100002,売上原価,S001,通常,154638604,177044094
20241223,読売広告社,クリエイティブ統括,メディアプランニング部,第一課,2024,202412,3Q,400003,コンサルティング収入,S002,特別,497564434,481052592
20230613,大広,クリエイティブ統括,人事部,企画課,2023,202306,1Q,100002,売上原価,S001,通常,77620866,115613197
20241019,大広,メディア統括,総務部,運用課,2024,202410,3Q,300002,経常利益,S005,確定,137124181,100522411
20230927,博報堂,メディア統括,メディアプランニング部,管理課,2023,202309,2Q,300001,営業利益,S005,確定,178966362,278235089
20241203,大広,管理統括,クリエイティブ部,第三課,2024,202412,3Q,200001,人件費,S002,特別,163170399,211556345
20250221,大広,メディア統括,クリエイティブ部,第三課,2024,202502,4Q,100003,売上総利益,S003,調整,240581399,242587633
20240826,大広,管理統括,財務経理部,管理課,2024,202408,2Q,100003,売上総利益,S004,見込,56196995,44389875
20240404,博報堂プロダクツ,管理統括,人事部,第一課,2024,202404,1Q,200003,減価償却費,S004,見込,321589933,338106981
20250128,読売広告社,管理統括,総務部,開発課,2024,202501,4Q,400002,制作収入,S001,通常,229027667,247944110
20231124,博報堂,デジタル統括,クリエイティブ部,第三課,2023,202311,3Q,500002,媒体社リベート,S005,確定,159514423,184319073
20241023,大広,管理統括,第一営業部,推進課,2024,202410,3Q,400002,制作収入,S005,確定,393034822,355714673
20230514,大広,営業統括,総務部,第一課,2023,202305,1Q,300002,経常利益,S004,見込,136944453,193583086
20230902,博報堂,営業統括,人事部,推進課,2023,202309,2Q,400001,媒体手数料収入,S001,通常,295321682,221307033
20250121,博報堂DYメディアパートナーズ,メディア統括,第一営業部,企画課,2024,202501,4Q,400002,制作収入,S005,確定,381870340,434021733
20250308,博報堂DYメディアパートナーズ,クリエイティブ統括,メディアプランニング部,推進課,2024,202503,4Q,300002,経常利益,S004,見込,392861832,347218680
20240114,大広,デジタル統括,財務経理部,企画課,2023,202401,4Q,400001,媒体手数料収入,S003,調整,478844926,377451718
20240326,博報堂DYメディアパートナーズ,メディア統括,人事部,第一課,2023,202403,4Q,400001,媒体手数料収入,S003,調整,547385692,413974028
20231216,博報堂プロダクツ,デジタル統括,制作部,管理課,2023,202312,3Q,200001,人件費,S003,調整,182124605,240109048
20240504,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,運用課,2024,202405,1Q,100003,売上総利益,S002,特別,62252188,73129347
20230828,博報堂,メディア統括,総務部,推進課,2023,202308,2Q,500002,媒体社リベート,S001,通常,2091025,3008722
20231127,博報堂DYメディアパートナーズ,メディア統括,人事部,推進課,2023,202311,3Q,400002,制作収入,S003,調整,1619501,2387007
20250311,博報堂,メディア統括,クリエイティブ部,開発課,2024,202503,4Q,400001,媒体手数料収入,S005,確定,80871190,118212978
20231228,大広,クリエイティブ統括,第二営業部,運用課,2023,202312,3Q,100002,売上原価,S002,特別,592101883,473478890
20241127,読売広告社,管理統括,第二営業部,第一課,2024,202411,3Q,500002,媒体社リベート,S001,通常,14670307,10816872
20230416,大広,メディア統括,第一営業部,運用課,2023,202304,1Q,300002,経常利益,S004,見込,290056641,326476851
20230827,博報堂,メディア統括,人事部,第三課,2023,202308,2Q,400001,媒体手数料収入,S005,確定,77668826,107094228
20250208,博報堂DYメディアパートナーズ,クリエイティブ統括,人事部,運用課,2024,202502,4Q,200002,経費,S003,調整,410490899,366712401
20240201,博報堂,クリエイティブ統括,メディアプランニング部,第一課,2023,202402,4Q,200002,経費,S001,通常,92972359,109806550
20240210,読売広告社,デジタル統括,第二営業部,推進課,2023,202402,4Q,400002,制作収入,S005,確定,374523829,268957905
20230516,博報堂,クリエイティブ統括,総務部,企画課,2023,202305,1Q,200003,減価償却費,S004,見込,323093937,316157498
20241115,博報堂プロダクツ,管理統括,総務部,第三課,2024,202411,3Q,200002,経費,S003,調整,407389522,375594664
20240509,博報堂DYメディアパートナーズ,営業統括,人事部,第二課,2024,202405,1Q,100001,売上高,S004,見込,438166466,458917188
20240609,大広,管理統括,制作部,運用課,2024,202406,1Q,100001,売上高,S002,特別,55049640,55488104
20231216,大広,営業統括,総務部,企画課,2023,202312,3Q,200003,減価償却費,S005,確定,206720819,247771187
20240718,大広,デジタル統括,メディアプランニング部,企画課,2024,202407,2Q,500001,広告主負担金,S001,通常,174648519,219123631
20241113,博報堂DYメディアパートナーズ,メディア統括,総務部,企画課,2024,202411,3Q,200003,減価償却費,S001,通常,336962559,241278909
20240422,博報堂DYメディアパートナーズ,デジタル統括,制作部,第一課,2024,202404,1Q,400002,制作収入,S001,通常,405110075,332424081
20230601,博報堂プロダクツ,クリエイティブ統括,メディアプランニング部,第二課,2023,202306,1Q,500001,広告主負担金,S004,見込,297872523,407716490
20250103,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,開発課,2024,202501,4Q,400002,制作収入,S002,特別,364071403,322295967
20241223,博報堂,管理統括,経営企画部,企画課,2024,202412,3Q,200001,人件費,S003,調整,554965856,484602375
20230426,博報堂プロダクツ,営業統括,クリエイティブ部,推進課,2023,202304,1Q,500002,媒体社リベート,S001,通常,293436881,354795982
20240222,博報堂DYメディアパートナーズ,メディア統括,クリエイティブ部,第三課,2023,202402,4Q,200003,減価償却費,S003,調整,113260709,125407625
20240105,博報堂プロダクツ,営業統括,経営企画部,推進課,2023,202401,4Q,400001,媒体手数料収入,S003,調整,239563822,375439886
20230603,博報堂,クリエイティブ統括,第一営業部,管理課,2023,202306,1Q,100002,売上原価,S002,特別,74458479,59600544
20250224,読売広告社,管理統括,制作部,運用課,2024,202502,4Q,200001,人件費,S003,調整,240117738,228446168
20240105,博報堂,デジタル統括,デジタルマーケティング部,推進課,2023,202401,4Q,100003,売上総利益,S003,調整,423722593,448070651
20241128,博報堂,管理統括,総務部,第二課,2024,202411,3Q,500002,媒体社リベート,S002,特別,137779803,103351615
20230520,読売広告社,デジタル統括,制作部,推進課,2023,202305,1Q,300002,経常利益,S003,調整,382301140,282158894
20240801,読売広告社,デジタル統括,総務部,推進課,2024,202408,2Q,200002,経費,S003,調整,476906388,351392784
20241219,博報堂プロダクツ,クリエイティブ統括,経営企画部,第一課,2024,202412,3Q,400002,制作収入,S003,調整,429266420,410253593
