RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20230403,博報堂DYメディアパートナーズ,管理統括,総務部,第三課,2023,202304,1Q,300002,経常利益,S005,確定,54617676,57387008
20230810,博報堂DYメディアパートナーズ,管理統括,総務部,第三課,2023,202308,2Q,300001,営業利益,S003,調整,261611154,255907183
20231022,博報堂,管理統括,デジタルマーケティング部,第三課,2023,202310,3Q,500001,広告主負担金,S001,通常,444432429,463785708
20240916,博報堂DYメディアパートナーズ,営業統括,総務部,運用課,2024,202409,2Q,100003,売上総利益,S003,調整,505903967,498176032
20240124,博報堂,デジタル統括,クリエイティブ部,第一課,2023,202401,4Q,200002,経費,S004,見込,385587622,405344223
20230620,博報堂,管理統括,デジタルマーケティング部,第二課,2023,202306,1Q,500002,媒体社リベート,S002,特別,241523300,305679644
20230814,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,第一課,2023,202308,2Q,400003,コンサルティング収入,S004,見込,295314731,281913049
20230513,博報堂プロダクツ,クリエイティブ統括,第一営業部,管理課,2023,202305,1Q,500002,媒体社リベート,S002,特別,141132186,118407849
20230921,大広,クリエイティブ統括,クリエイティブ部,推進課,2023,202309,2Q,300001,営業利益,S003,調整,131298805,204338010
20240308,博報堂,クリエイティブ統括,総務部,運用課,2023,202403,4Q,100002,売上原価,S002,特別,315194519,306750955
20240721,博報堂,営業統括,第一営業部,運用課,2024,202407,2Q,500002,媒体社リベート,S004,見込,215006603,155731851
20240907,博報堂プロダクツ,メディア統括,制作部,管理課,2024,202409,2Q,400001,媒体手数料収入,S002,特別,322249183,376395945
20230920,博報堂,メディア統括,クリエイティブ部,第二課,2023,202309,2Q,200001,人件費,S002,特別,337365422,430875666
20231209,博報堂プロダクツ,メディア統括,メディアプランニング部,第一課,2023,202312,3Q,200003,減価償却費,S004,見込,36914647,33787137
20240921,博報堂DYメディアパートナーズ,メディア統括,第一営業部,企画課,2024,202409,2Q,400001,媒体手数料収入,S005,確定,208769195,159738073
20230915,博報堂プロダクツ,営業統括,総務部,企画課,2023,202309,2Q,500001,広告主負担金,S003,調整,175986306,184861294
20240702,博報堂,クリエイティブ統括,デジタルマーケティング部,第一課,2024,202407,2Q,200001,人件費,S002,特別,294529411,277987826
20241022,読売広告社,営業統括,メディアプランニング部,開発課,2024,202410,3Q,200002,経費,S002,特別,633103344,456189284
20230602,博報堂,メディア統括,制作部,管理課,2023,202306,1Q,500002,媒体社リベート,S005,確定,212514359,310975675
20240923,博報堂プロダクツ,デジタル統括,制作部,第一課,2024,202409,2Q,500001,広告主負担金,S005,確定,64082815,71553842
20250206,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,推進課,2024,202502,4Q,300002,経常利益,S004,見込,202437058,174824393
20240316,読売広告社,営業統括,デジタルマーケティング部,第三課,2023,202403,4Q,400003,コンサルティング収入,S004,見込,336806098,373728497
20240526,博報堂DYメディアパートナーズ,営業統括,制作部,第二課,2024,202405,1Q,200001,人件費,S003,調整,184506545,136514543
20241111,博報堂プロダクツ,営業統括,第一営業部,運用課,2024,202411,3Q,200003,減価償却費,S002,特別,517647562,434167538
20241110,大広,メディア統括,制作部,運用課,2024,202411,3Q,500002,媒体社リベート,S005,確定,285963282,412386008
20240806,読売広告社,デジタル統括,デジタルマーケティング部,推進課,2024,202408,2Q,200003,減価償却費,S003,調整,116017575,104041438
20250118,博報堂,営業統括,経営企画部,運用課,2024,202501,4Q,100001,売上高,S005,確定,557916059,431984854
20240213,博報堂,デジタル統括,総務部,企画課,2023,202402,4Q,400002,制作収入,S002,特別,259180593,226126006
20250102,博報堂DYメディアパートナーズ,営業統括,メディアプランニング部,開発課,2024,202501,4Q,500001,広告主負担金,S002,特別,100227975,79617260
20230905,博報堂プロダクツ,メディア統括,経営企画部,推進課,2023,202309,2Q,400003,コンサルティング収入,S002,特別,220300979,190650887
20240106,博報堂,デジタル統括,人事部,開発課,2023,202401,4Q,400002,制作収入,S003,調整,301301645,235022788
20241121,博報堂DYメディアパートナーズ,クリエイティブ統括,財務経理部,運用課,2024,202411,3Q,100001,売上高,S004,見込,151412378,194097080
20230727,大広,クリエイティブ統括,第一営業部,企画課,2023,202307,2Q,300002,経常利益,S003,調整,355635811,453897451
20240127,博報堂プロダクツ,メディア統括,総務部,第三課,2023,202401,4Q,300001,営業利益,S005,確定,31637251,31407941
20230411,博報堂DYメディアパートナーズ,営業統括,財務経理部,開発課,2023,202304,1Q,300001,営業利益,S004,見込,375868519,394710426
20230626,博報堂,メディア統括,制作部,管理課,2023,202306,1Q,500001,広告主負担金,S005,確定,248715805,335104294
20241003,博報堂,管理統括,クリエイティブ部,第三課,2024,202410,3Q,200001,人件費,S004,見込,137366593,180379781
20230413,博報堂プロダクツ,デジタル統括,制作部,推進課,2023,202304,1Q,300001,営業利益,S004,見込,254138561,183230007
20241020,博報堂DYメディアパートナーズ,メディア統括,財務経理部,推進課,2024,202410,3Q,500002,媒体社リベート,S005,確定,165288533,126835508
20240317,博報堂,営業統括,経営企画部,開発課,2023,202403,4Q,300002,経常利益,S005,確定,238398441,268786835
20250301,大広,営業統括,人事部,第三課,2024,202503,4Q,200001,人件費,S004,見込,75131234,91900100
20240512,大広,デジタル統括,制作部,第一課,2024,202405,1Q,400001,媒体手数料収入,S005,確定,9391717,11907705
20240523,大広,営業統括,第一営業部,第二課,2024,202405,1Q,100003,売上総利益,S005,確定,252751527,274151547
20230603,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,開発課,2023,202306,1Q,400002,制作収入,S002,特別,231476636,364654855
20240925,読売広告社,メディア統括,メディアプランニング部,運用課,2024,202409,2Q,200002,経費,S003,調整,71626919,75954849
20230412,博報堂,営業統括,第一営業部,開発課,2023,202304,1Q,200002,経費,S005,確定,440186394,332904168
20240718,読売広告社,デジタル統括,第二営業部,第三課,2024,202407,2Q,100001,売上高,S001,通常,583752458,436583250
20231015,博報堂DYメディアパートナーズ,管理統括,制作部,企画課,2023,202310,3Q,500002,媒体社リベート,S003,調整,333906046,330023876
20240828,博報堂,メディア統括,第一営業部,第一課,2024,202408,2Q,100002,売上原価,S003,調整,213348640,173961140
20250126,大広,メディア統括,人事部,第三課,2024,202501,4Q,300002,経常利益,S001,通常,79228066,117808772
20250210,博報堂,管理統括,経営企画部,企画課,2024,202502,4Q,100003,売上総利益,S005,確定,81784379,107456323
20240717,読売広告社,営業統括,人事部,企画課,2024,202407,2Q,500002,媒体社リベート,S003,調整,310002726,477928008
20250328,博報堂プロダクツ,営業統括,第二営業部,第一課,2024,202503,4Q,100002,売上原価,S001,通常,186546777,176454172
20230726,博報堂,管理統括,第二営業部,企画課,2023,202307,2Q,300002,経常利益,S001,通常,249258214,182591510
20230523,大広,クリエイティブ統括,財務経理部,推進課,2023,202305,1Q,200003,減価償却費,S001,通常,116307378,183215161
20230515,大広,管理統括,メディアプランニング部,第三課,2023,202305,1Q,500002,媒体社リベート,S005,確定,27361989,38370258
20250212,博報堂,メディア統括,クリエイティブ部,開発課,2024,202502,4Q,500002,媒体社リベート,S004,見込,63998179,52034509
20240122,読売広告社,営業統括,第二営業部,企画課,2023,202401,4Q,200003,減価償却費,S005,確定,250435556,302251247
20240321,博報堂,クリエイティブ統括,第二営業部,企画課,2023,202403,4Q,100002,売上原価,S001,通常,127946812,159452704
20241110,大広,クリエイティブ統括,第一営業部,推進課,2024,202411,3Q,300001,営業利益,S004,見込,314766475,238532396
20240607,大広,営業統括,制作部,第二課,2024,202406,1Q,400001,媒体手数料収入,S001,通常,111571322,84090780
20240117,読売広告社,クリエイティブ統括,総務部,推進課,2023,202401,4Q,200002,経費,S004,見込,218263430,317709324
20230623,大広,営業統括,デジタルマーケティング部,第二課,2023,202306,1Q,500001,広告主負担金,S001,通常,504592643,408118122
20230424,博報堂プロダクツ,クリエイティブ統括,人事部,第一課,2023,202304,1Q,200001,人件費,S001,通常,557164241,417589762
20241103,博報堂,デジタル統括,人事部,企画課,2024,202411,3Q,100001,売上高,S003,調整,580295777,418051795
20230610,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,推進課,2023,202306,1Q,100002,売上原価,S003,調整,332644714,414593169
20240714,博報堂,デジタル統括,デジタルマーケティング部,企画課,2024,202407,2Q,100003,売上総利益,S003,調整,319519452,397461575
20250218,大広,メディア統括,第一営業部,推進課,2024,202502,4Q,400002,制作収入,S001,通常,298869009,401838353
20231001,博報堂,クリエイティブ統括,デジタルマーケティング部,第一課,2023,202310,3Q,300002,経常利益,S004,見込,168973920,237282459
20230425,大広,営業統括,経営企画部,第三課,2023,202304,1Q,400003,コンサルティング収入,S002,特別,4780044,4720468
20230615,読売広告社,デジタル統括,総務部,企画課,2023,202306,1Q,100001,売上高,S002,特別,74814341,100216604
20240315,読売広告社,メディア統括,総務部,第二課,2023,202403,4Q,100003,売上総利益,S001,通常,6075349,8057546
20250312,大広,管理統括,クリエイティブ部,第三課,2024,202503,4Q,200001,人件費,S002,特別,34489470,28040965
20240611,博報堂DYメディアパートナーズ,営業統括,人事部,第一課,2024,202406,1Q,400002,制作収入,S003,調整,158791331,166355122
20240513,大広,クリエイティブ統括,人事部,開発課,2024,202405,1Q,500002,媒体社リベート,S003,調整,140718756,104560951
20241211,読売広告社,デジタル統括,制作部,第二課,2024,202412,3Q,200002,経費,S001,通常,80028297,65685371
20240207,博報堂DYメディアパートナーズ,営業統括,制作部,開発課,2023,202402,4Q,400003,コンサルティング収入,S002,特別,141193218,212559875
20240616,博報堂DYメディアパートナーズ,デジタル統括,クリエイティブ部,第三課,2024,202406,1Q,100001,売上高,S005,確定,512227693,374647930
20250309,読売広告社,メディア統括,人事部,推進課,2024,202503,4Q,300001,営業利益,S005,確定,100842502,91126147
20240819,博報堂,デジタル統括,経営企画部,運用課,2024,202408,2Q,100003,売上総利益,S002,特別,117589876,86882907
20230717,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,管理課,2023,202307,2Q,400002,制作収入,S004,見込,454574411,443017673
20230816,読売広告社,デジタル統括,デジタルマーケティング部,企画課,2023,202308,2Q,100003,売上総利益,S002,特別,169932871,202383586
20241204,読売広告社,管理統括,人事部,管理課,2024,202412,3Q,400002,制作収入,S005,確定,353736829,254065749
20240601,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,推進課,2024,202406,1Q,400002,制作収入,S002,特別,443097413,319070034
20230628,博報堂プロダクツ,デジタル統括,第二営業部,第三課,2023,202306,1Q,500001,広告主負担金,S002,特別,232828941,302728466
20231120,読売広告社,管理統括,クリエイティブ部,第三課,2023,202311,3Q,400002,制作収入,S004,見込,220181838,264779345
20230821,大広,営業統括,第一営業部,運用課,2023,202308,2Q,300001,営業利益,S004,見込,238972242,354658131
20250310,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,第三課,2024,202503,4Q,200001,人件費,S004,見込,39778746,37879482
20250122,博報堂,メディア統括,経営企画部,第三課,2024,202501,4Q,400003,コンサルティング収入,S005,確定,344276767,246587306
20230705,博報堂プロダクツ,クリエイティブ統括,経営企画部,第一課,2023,202307,2Q,300001,営業利益,S004,見込,523359252,432246249
20241009,大広,デジタル統括,総務部,第三課,2024,202410,3Q,300001,営業利益,S005,確定,517134672,472431347
20240309,読売広告社,営業統括,財務経理部,第一課,2023,202403,4Q,100003,売上総利益,S003,調整,222429182,318925650
20240615,博報堂DYメディアパートナーズ,営業統括,総務部,企画課,2024,202406,1Q,100003,売上総利益,S005,確定,96935674,113561832
20231212,大広,管理統括,クリエイティブ部,第一課,2023,202312,3Q,100003,売上総利益,S002,特別,550298420,441803667
20241128,博報堂,管理統括,メディアプランニング部,第三課,2024,202411,3Q,400003,コンサルティング収入,S004,見込,151534551,153605485
20241211,読売広告社,営業統括,第一営業部,第一課,2024,202412,3Q,300002,経常利益,S003,調整,102179403,153970262
20240922,読売広告社,メディア統括,第二営業部,第三課,2024,202409,2Q,400002,制作収入,S002,特別,266050669,314451216
20230422,博報堂プロダクツ,メディア統括,メディアプランニング部,運用課,2023,202304,1Q,300001,営業利益,S004,見込,4197306,4686793
20231003,大広,クリエイティブ統括,制作部,開発課,2023,202310,3Q,300002,経常利益,S005,確定,185436655,242301962
20240112,博報堂プロダクツ,クリエイティブ統括,制作部,第三課,2023,202401,4Q,400002,制作収入,S005,確定,7621090,11126909
20230828,読売広告社,クリエイティブ統括,第一営業部,企画課,2023,202308,2Q,500002,媒体社リベート,S002,特別,406820124,427171235
20230705,博報堂,営業統括,総務部,企画課,2023,202307,2Q,300001,営業利益,S002,特別,116137287,101260212
20250322,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,第二課,2024,202503,4Q,500002,媒体社リベート,S003,調整,344960642,334648261
20240213,博報堂DYメディアパートナーズ,デジタル統括,人事部,企画課,2023,202402,4Q,200002,経費,S002,特別,143097845,231390868
20240119,博報堂プロダクツ,管理統括,総務部,推進課,2023,202401,4Q,400003,コンサルティング収入,S002,特別,520099272,429366794
20231024,博報堂,デジタル統括,第一営業部,開発課,2023,202310,3Q,200001,人件費,S002,特別,273505494,285300517
20240223,博報堂,デジタル統括,デジタルマーケティング部,管理課,2023,202402,4Q,100003,売上総利益,S003,調整,442701729,328032346
20240802,博報堂,デジタル統括,デジタルマーケティング部,企画課,2024,202408,2Q,200001,人件費,S003,調整,512508304,409158975
20230513,読売広告社,営業統括,第二営業部,推進課,2023,202305,1Q,100002,売上原価,S005,確定,213256691,231754196
20250119,読売広告社,クリエイティブ統括,第一営業部,運用課,2024,202501,4Q,100003,売上総利益,S001,通常,213462621,313834034
20241226,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,開発課,2024,202412,3Q,500001,広告主負担金,S001,通常,362020366,326641328
20230518,大広,デジタル統括,人事部,開発課,2023,202305,1Q,200002,経費,S005,確定,138892249,207106987
20240226,博報堂DYメディアパートナーズ,メディア統括,第一営業部,運用課,2023,202402,4Q,300001,営業利益,S004,見込,13794246,16638004
20240715,博報堂,メディア統括,デジタルマーケティング部,開発課,2024,202407,2Q,100003,売上総利益,S002,特別,44734079,44962709
20230918,博報堂,営業統括,第二営業部,第三課,2023,202309,2Q,400002,制作収入,S003,調整,43747392,64640652
20230523,博報堂,デジタル統括,デジタルマーケティング部,企画課,2023,202305,1Q,400001,媒体手数料収入,S002,特別,297336429,368236609
20230522,読売広告社,デジタル統括,第二営業部,推進課,2023,202305,1Q,200002,経費,S001,通常,116598353,127897283
20240823,大広,管理統括,メディアプランニング部,開発課,2024,202408,2Q,400003,コンサルティング収入,S003,調整,291531923,292064819
20250318,大広,デジタル統括,クリエイティブ部,運用課,2024,202503,4Q,400003,コンサルティング収入,S005,確定,194281177,276387148
20231208,博報堂,メディア統括,デジタルマーケティング部,推進課,2023,202312,3Q,100001,売上高,S003,調整,24240560,40005051
20230714,読売広告社,営業統括,制作部,第三課,2023,202307,2Q,400001,媒体手数料収入,S002,特別,29094667,28596646
20240609,大広,デジタル統括,デジタルマーケティング部,推進課,2024,202406,1Q,500002,媒体社リベート,S003,調整,16233867,19097560
20230824,博報堂,デジタル統括,経営企画部,推進課,2023,202308,2Q,400003,コンサルティング収入,S004,見込,101838876,166578147
20240706,博報堂プロダクツ,デジタル統括,メディアプランニング部,開発課,2024,202407,2Q,500001,広告主負担金,S002,特別,439965186,352482469
20240522,博報堂DYメディアパートナーズ,管理統括,第一営業部,運用課,2024,202405,1Q,200002,経費,S001,通常,259695822,417414158
20241204,博報堂DYメディアパートナーズ,営業統括,制作部,推進課,2024,202412,3Q,200002,経費,S004,見込,183528231,174435472
20240120,読売広告社,管理統括,第一営業部,運用課,2023,202401,4Q,400002,制作収入,S004,見込,287555055,207298737
20230616,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,企画課,2023,202306,1Q,400003,コンサルティング収入,S003,調整,476685404,493538200
20241124,博報堂プロダクツ,クリエイティブ統括,第二営業部,運用課,2024,202411,3Q,500002,媒体社リベート,S001,通常,438002849,422005047
20230610,読売広告社,デジタル統括,総務部,第二課,2023,202306,1Q,100001,売上高,S001,通常,187641084,141433922
20240305,読売広告社,デジタル統括,メディアプランニング部,第三課,2023,202403,4Q,400003,コンサルティング収入,S005,確定,294128505,322679847
20240709,大広,管理統括,人事部,第一課,2024,202407,2Q,100002,売上原価,S004,見込,194459254,147217915
20250108,読売広告社,デジタル統括,制作部,開発課,2024,202501,4Q,300001,営業利益,S003,調整,160817665,194231028
20231008,大広,クリエイティブ統括,総務部,第三課,2023,202310,3Q,400001,媒体手数料収入,S005,確定,382591979,448187091
20240809,博報堂DYメディアパートナーズ,クリエイティブ統括,制作部,企画課,2024,202408,2Q,300001,営業利益,S004,見込,419721710,370511455
20250325,博報堂,管理統括,制作部,管理課,2024,202503,4Q,400003,コンサルティング収入,S004,見込,519326828,399489415
20250321,博報堂プロダクツ,クリエイティブ統括,制作部,第三課,2024,202503,4Q,100001,売上高,S002,特別,223853487,180614063
20240204,大広,クリエイティブ統括,メディアプランニング部,第二課,2023,202402,4Q,100003,売上総利益,S005,確定,278956311,426173983
20250128,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,管理課,2024,202501,4Q,300002,経常利益,S003,調整,124150044,91233689
20230916,博報堂,管理統括,経営企画部,推進課,2023,202309,2Q,500002,媒体社リベート,S001,通常,366040417,378357007
20240304,読売広告社,営業統括,人事部,推進課,2023,202403,4Q,500001,広告主負担金,S005,確定,117933268,88032060
20241126,博報堂DYメディアパートナーズ,管理統括,総務部,運用課,2024,202411,3Q,500002,媒体社リベート,S004,見込,267722866,202552268
20241027,博報堂プロダクツ,管理統括,メディアプランニング部,企画課,2024,202410,3Q,400002,制作収入,S005,確定,490438512,409474501
20240822,大広,管理統括,第一営業部,第三課,2024,202408,2Q,500002,媒体社リベート,S002,特別,339933767,278367083
20240319,大広,デジタル統括,経営企画部,第三課,2023,202403,4Q,200002,経費,S004,見込,475800832,424012319
20240402,読売広告社,営業統括,メディアプランニング部,推進課,2024,202404,1Q,100001,売上高,S004,見込,304258784,274952150
20231025,博報堂,メディア統括,経営企画部,第三課,2023,202310,3Q,500002,媒体社リベート,S005,確定,120469915,168177349
20230926,博報堂,管理統括,経営企画部,第一課,2023,202309,2Q,400002,制作収入,S004,見込,85011086,114763699
20240309,博報堂,メディア統括,制作部,推進課,2023,202403,4Q,100003,売上総利益,S004,見込,458749505,424550731
20230907,博報堂,管理統括,メディアプランニング部,管理課,2023,202309,2Q,200001,人件費,S003,調整,380512257,480037090
20231009,博報堂,管理統括,第二営業部,管理課,2023,202310,3Q,500001,広告主負担金,S003,調整,33059278,34855330
20240316,読売広告社,クリエイティブ統括,制作部,運用課,2023,202403,4Q,100003,売上総利益,S001,通常,349277079,461526846
20240306,大広,管理統括,第二営業部,第三課,2023,202403,4Q,300002,経常利益,S005,確定,402774317,491597090
20230404,大広,メディア統括,制作部,企画課,2023,202304,1Q,100002,売上原価,S002,特別,34424310,54840205
20250203,読売広告社,クリエイティブ統括,メディアプランニング部,第三課,2024,202502,4Q,200002,経費,S001,通常,272136435,323389362
20231208,読売広告社,営業統括,制作部,第二課,2023,202312,3Q,100001,売上高,S005,確定,173185369,234527523
20250108,博報堂プロダクツ,営業統括,総務部,第三課,2024,202501,4Q,300001,営業利益,S004,見込,81505603,83678789
20241127,博報堂DYメディアパートナーズ,営業統括,財務経理部,第二課,2024,202411,3Q,200001,人件費,S001,通常,190492716,143891831
20240123,読売広告社,営業統括,制作部,運用課,2023,202401,4Q,400001,媒体手数料収入,S002,特別,289174177,295065535
20231107,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第二課,2023,202311,3Q,200002,経費,S003,調整,41324522,30457304
20240922,博報堂DYメディアパートナーズ,デジタル統括,総務部,管理課,2024,202409,2Q,200002,経費,S003,調整,17666156,16873903
20231119,大広,デジタル統括,財務経理部,管理課,2023,202311,3Q,100003,売上総利益,S005,確定,247260188,178881184
20230726,読売広告社,デジタル統括,人事部,開発課,2023,202307,2Q,400001,媒体手数料収入,S002,特別,158828523,113924026
20241115,大広,クリエイティブ統括,総務部,第三課,2024,202411,3Q,200001,人件費,S002,特別,321733741,434985758
20250303,博報堂プロダクツ,管理統括,経営企画部,推進課,2024,202503,4Q,200001,人件費,S001,通常,160622144,182859868
20230824,博報堂DYメディアパートナーズ,クリエイティブ統括,財務経理部,管理課,2023,202308,2Q,300001,営業利益,S003,調整,180158166,255673861
20241110,博報堂DYメディアパートナーズ,クリエイティブ統括,クリエイティブ部,推進課,2024,202411,3Q,200002,経費,S003,調整,158239266,160076024
20230802,大広,デジタル統括,人事部,第二課,2023,202308,2Q,400002,制作収入,S004,見込,52333672,68612428
20250227,博報堂DYメディアパートナーズ,デジタル統括,制作部,企画課,2024,202502,4Q,200002,経費,S005,確定,25764382,37604314
20240608,博報堂,管理統括,経営企画部,推進課,2024,202406,1Q,400002,制作収入,S005,確定,338586437,271491501
20240111,博報堂プロダクツ,営業統括,第一営業部,第二課,2023,202401,4Q,100001,売上高,S005,確定,501364210,396719784
20240225,大広,クリエイティブ統括,クリエイティブ部,第二課,2023,202402,4Q,400002,制作収入,S002,特別,226375344,258606796
20240327,博報堂,クリエイティブ統括,第二営業部,推進課,2023,202403,4Q,100001,売上高,S001,通常,448028703,491389991
20230515,博報堂プロダクツ,クリエイティブ統括,第一営業部,第一課,2023,202305,1Q,500002,媒体社リベート,S005,確定,51405622,47364747
20240610,博報堂DYメディアパートナーズ,デジタル統括,第一営業部,開発課,2024,202406,1Q,200003,減価償却費,S004,見込,461208870,493568734
20231223,読売広告社,デジタル統括,クリエイティブ部,第二課,2023,202312,3Q,200003,減価償却費,S005,確定,236085949,276776750
20230414,読売広告社,デジタル統括,第一営業部,企画課,2023,202304,1Q,200002,経費,S005,確定,338237164,380041861
20240808,大広,管理統括,第二営業部,開発課,2024,202408,2Q,500002,媒体社リベート,S004,見込,359436793,435332535
20240718,博報堂プロダクツ,営業統括,総務部,開発課,2024,202407,2Q,100001,売上高,S004,見込,395547762,320764647
20231002,大広,管理統括,デジタルマーケティング部,第一課,2023,202310,3Q,300001,営業利益,S003,調整,291400845,398782558
20240514,大広,メディア統括,人事部,推進課,2024,202405,1Q,300001,営業利益,S001,通常,245576129,194770831
20230402,読売広告社,営業統括,総務部,第三課,2023,202304,1Q,100001,売上高,S005,確定,37799989,42084395
20240511,博報堂プロダクツ,管理統括,第二営業部,企画課,2024,202405,1Q,400001,媒体手数料収入,S005,確定,218122832,235501510
20230511,大広,メディア統括,経営企画部,第三課,2023,202305,1Q,200002,経費,S002,特別,172240129,272450538
20230502,博報堂DYメディアパートナーズ,メディア統括,第一営業部,推進課,2023,202305,1Q,300001,営業利益,S004,見込,124045560,159606056
20240821,博報堂,営業統括,デジタルマーケティング部,管理課,2024,202408,2Q,400001,媒体手数料収入,S004,見込,320563493,363513101
20250124,大広,デジタル統括,人事部,運用課,2024,202501,4Q,300001,営業利益,S003,調整,82089298,72587423
20240113,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,運用課,2023,202401,4Q,400003,コンサルティング収入,S002,特別,320863127,322336195
20250225,博報堂DYメディアパートナーズ,営業統括,経営企画部,管理課,2024,202502,4Q,100001,売上高,S004,見込,77385217,60688271
20231001,大広,クリエイティブ統括,メディアプランニング部,管理課,2023,202310,3Q,300001,営業利益,S001,通常,262997240,200293916
20240909,博報堂プロダクツ,営業統括,総務部,管理課,2024,202409,2Q,100002,売上原価,S004,見込,548149391,399094806
20241217,大広,デジタル統括,第二営業部,第二課,2024,202412,3Q,200001,人件費,S001,通常,477917851,442647957
