RB処理日,会社,部門G,部門,部署,年度,年月,四半期,管理項目コード,管理項目名称,補助項目コード,補助項目名称,実績,予算
20241025,博報堂,メディア統括,第二営業部,第一課,2024,202410,3Q,200003,減価償却費,S005,確定,86172734,121581709
20230521,読売広告社,メディア統括,財務経理部,第三課,2023,202305,1Q,100003,売上総利益,S004,見込,450578918,456329597
20230501,大広,営業統括,制作部,第三課,2023,202305,1Q,100002,売上原価,S004,見込,290316722,286842175
20240202,大広,管理統括,制作部,推進課,2023,202402,4Q,100002,売上原価,S005,確定,19283792,25776367
20240603,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,開発課,2024,202406,1Q,300002,経常利益,S005,確定,268755239,325137129
20240222,大広,クリエイティブ統括,第一営業部,企画課,2023,202402,4Q,300002,経常利益,S001,通常,59741497,48767249
20240909,大広,管理統括,人事部,第二課,2024,202409,2Q,200003,減価償却費,S005,確定,153150586,169627686
20240520,大広,クリエイティブ統括,総務部,推進課,2024,202405,1Q,500001,広告主負担金,S004,見込,504636080,487182659
20230519,大広,営業統括,第二営業部,第三課,2023,202305,1Q,500001,広告主負担金,S002,特別,495182159,425835344
20250106,博報堂,営業統括,クリエイティブ部,第一課,2024,202501,4Q,400003,コンサルティング収入,S004,見込,75665727,66848864
20241017,博報堂プロダクツ,クリエイティブ統括,人事部,開発課,2024,202410,3Q,200001,人件費,S001,通常,82224206,114218089
20230401,大広,クリエイティブ統括,経営企画部,第二課,2023,202304,1Q,200003,減価償却費,S004,見込,57333157,53511162
20230428,大広,管理統括,クリエイティブ部,企画課,2023,202304,1Q,200002,経費,S002,特別,271037928,252613250
20250204,博報堂プロダクツ,営業統括,制作部,第一課,2024,202502,4Q,400003,コンサルティング収入,S001,通常,38592295,44789223
20230725,博報堂プロダクツ,クリエイティブ統括,総務部,企画課,2023,202307,2Q,100001,売上高,S004,見込,190555174,307299117
20241219,博報堂,メディア統括,財務経理部,管理課,2024,202412,3Q,500001,広告主負担金,S003,調整,309782238,242363909
20231218,博報堂プロダクツ,管理統括,制作部,開発課,2023,202312,3Q,500001,広告主負担金,S002,特別,171915423,196161811
20231116,大広,管理統括,第二営業部,開発課,2023,202311,3Q,400001,媒体手数料収入,S003,調整,506208451,466841208
20240415,大広,デジタル統括,第二営業部,開発課,2024,202404,1Q,400003,コンサルティング収入,S002,特別,398086773,355483018
20240916,読売広告社,メディア統括,総務部,運用課,2024,202409,2Q,300002,経常利益,S005,確定,212920947,242193175
20230711,博報堂プロダクツ,デジタル統括,第二営業部,企画課,2023,202307,2Q,300002,経常利益,S003,調整,598764738,443824817
20230504,博報堂プロダクツ,クリエイティブ統括,第二営業部,第三課,2023,202305,1Q,100002,売上原価,S004,見込,55486379,88287683
20240402,大広,管理統括,総務部,企画課,2024,202404,1Q,100003,売上総利益,S005,確定,305729298,270017044
20230521,読売広告社,デジタル統括,第二営業部,運用課,2023,202305,1Q,100002,売上原価,S004,見込,156757163,192135258
20250211,博報堂プロダクツ,営業統括,総務部,推進課,2024,202502,4Q,300001,営業利益,S004,見込,96607032,125517993
20240416,読売広告社,営業統括,第一営業部,開発課,2024,202404,1Q,300001,営業利益,S001,通常,627148994,470872651
20231112,大広,クリエイティブ統括,総務部,第一課,2023,202311,3Q,400002,制作収入,S003,調整,181114436,188761378
20240312,大広,メディア統括,デジタルマーケティング部,開発課,2023,202403,4Q,300001,営業利益,S002,特別,145741895,231060104
20231128,博報堂プロダクツ,営業統括,人事部,運用課,2023,202311,3Q,400002,制作収入,S001,通常,259264676,343626775
20230704,大広,管理統括,クリエイティブ部,管理課,2023,202307,2Q,300002,経常利益,S003,調整,82705635,68513873
20241104,博報堂,メディア統括,経営企画部,開発課,2024,202411,3Q,400001,媒体手数料収入,S002,特別,315693730,428149862
20230913,博報堂プロダクツ,クリエイティブ統括,デジタルマーケティング部,管理課,2023,202309,2Q,200003,減価償却費,S005,確定,26661903,26616987
20240123,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,推進課,2023,202401,4Q,400003,コンサルティング収入,S004,見込,346849567,255817365
20230708,博報堂,管理統括,メディアプランニング部,管理課,2023,202307,2Q,500001,広告主負担金,S003,調整,411414881,304223603
20240607,博報堂,営業統括,制作部,管理課,2024,202406,1Q,400001,媒体手数料収入,S003,調整,524548673,414783702
20231125,大広,メディア統括,制作部,開発課,2023,202311,3Q,300002,経常利益,S003,調整,120357294,93105283
20241205,読売広告社,営業統括,クリエイティブ部,企画課,2024,202412,3Q,300002,経常利益,S005,確定,364248133,357239268
20231219,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,第二課,2023,202312,3Q,200003,減価償却費,S003,調整,97850538,101801067
20240803,博報堂,管理統括,クリエイティブ部,管理課,2024,202408,2Q,100001,売上高,S005,確定,177882414,198163816
20240510,大広,管理統括,第一営業部,管理課,2024,202405,1Q,300001,営業利益,S001,通常,54217230,50974423
20230822,博報堂プロダクツ,営業統括,人事部,企画課,2023,202308,2Q,100003,売上総利益,S004,見込,410224051,423471179
20240716,博報堂DYメディアパートナーズ,管理統括,クリエイティブ部,開発課,2024,202407,2Q,500001,広告主負担金,S003,調整,367466026,292065425
20230905,大広,メディア統括,クリエイティブ部,第一課,2023,202309,2Q,100002,売上原価,S003,調整,139635479,120155281
20240813,博報堂プロダクツ,クリエイティブ統括,人事部,企画課,2024,202408,2Q,100003,売上総利益,S004,見込,151392045,153340113
20250319,博報堂プロダクツ,クリエイティブ統括,第一営業部,第一課,2024,202503,4Q,400001,媒体手数料収入,S001,通常,116304591,92628209
20240513,大広,管理統括,総務部,開発課,2024,202405,1Q,300002,経常利益,S005,確定,305269627,375972409
20230501,博報堂DYメディアパートナーズ,デジタル統括,経営企画部,開発課,2023,202305,1Q,200003,減価償却費,S004,見込,40988781,32080368
20240523,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,開発課,2024,202405,1Q,100003,売上総利益,S002,特別,106173346,78415202
20240722,博報堂,デジタル統括,人事部,推進課,2024,202407,2Q,300001,営業利益,S003,調整,292090408,304601850
20230708,博報堂プロダクツ,管理統括,経営企画部,管理課,2023,202307,2Q,500002,媒体社リベート,S004,見込,124098520,123108837
20230725,博報堂DYメディアパートナーズ,メディア統括,経営企画部,第一課,2023,202307,2Q,300001,営業利益,S004,見込,251831654,309360875
20240626,博報堂,デジタル統括,クリエイティブ部,管理課,2024,202406,1Q,300001,営業利益,S003,調整,459003342,453045238
20230614,博報堂プロダクツ,デジタル統括,人事部,第二課,2023,202306,1Q,300001,営業利益,S003,調整,439826710,461838390
20230819,大広,メディア統括,制作部,推進課,2023,202308,2Q,200001,人件費,S001,通常,595251382,492432008
20240817,博報堂,クリエイティブ統括,第二営業部,推進課,2024,202408,2Q,200003,減価償却費,S003,調整,51982103,57629439
20230909,大広,管理統括,財務経理部,企画課,2023,202309,2Q,400001,媒体手数料収入,S001,通常,481890702,377862196
20250108,読売広告社,デジタル統括,人事部,開発課,2024,202501,4Q,400001,媒体手数料収入,S005,確定,100510546,100589117
20240509,博報堂プロダクツ,デジタル統括,デジタルマーケティング部,運用課,2024,202405,1Q,100002,売上原価,S005,確定,337925727,244678407
20241023,読売広告社,デジタル統括,メディアプランニング部,運用課,2024,202410,3Q,100001,売上高,S002,特別,206689702,319574775
20240914,博報堂,メディア統括,メディアプランニング部,開発課,2024,202409,2Q,300001,営業利益,S004,見込,300545047,250176874
20241106,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,第三課,2024,202411,3Q,500002,媒体社リベート,S002,特別,208288812,257488784
20230813,博報堂,管理統括,第一営業部,第二課,2023,202308,2Q,400002,制作収入,S001,通常,292369820,210964586
20240208,大広,管理統括,第二営業部,開発課,2023,202402,4Q,100003,売上総利益,S001,通常,86997649,105923098
20241107,読売広告社,デジタル統括,財務経理部,推進課,2024,202411,3Q,200002,経費,S004,見込,245439970,254089442
20230819,博報堂DYメディアパートナーズ,管理統括,総務部,第一課,2023,202308,2Q,400003,コンサルティング収入,S002,特別,103176097,132300211
20230817,読売広告社,メディア統括,クリエイティブ部,第一課,2023,202308,2Q,400002,制作収入,S005,確定,624945565,451151319
20240113,読売広告社,メディア統括,財務経理部,第一課,2023,202401,4Q,200003,減価償却費,S004,見込,29966863,41963364
20240926,読売広告社,営業統括,経営企画部,第一課,2024,202409,2Q,500002,媒体社リベート,S004,見込,318698385,368955330
20241118,博報堂,管理統括,総務部,推進課,2024,202411,3Q,200003,減価償却費,S001,通常,400610237,395151496
20230712,博報堂プロダクツ,クリエイティブ統括,制作部,第二課,2023,202307,2Q,100002,売上原価,S002,特別,133282277,108704990
20250321,読売広告社,管理統括,クリエイティブ部,運用課,2024,202503,4Q,100001,売上高,S004,見込,331299637,312627992
20230901,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,第一課,2023,202309,2Q,500001,広告主負担金,S005,確定,218270854,222950090
20230701,大広,クリエイティブ統括,デジタルマーケティング部,管理課,2023,202307,2Q,300002,経常利益,S004,見込,487228503,416867025
20240924,博報堂,クリエイティブ統括,クリエイティブ部,運用課,2024,202409,2Q,400002,制作収入,S005,確定,360423477,360690339
20230609,博報堂,管理統括,経営企画部,管理課,2023,202306,1Q,100002,売上原価,S003,調整,76429437,59749601
20230425,大広,営業統括,経営企画部,運用課,2023,202304,1Q,100003,売上総利益,S005,確定,231404170,301652948
20240503,読売広告社,クリエイティブ統括,デジタルマーケティング部,第一課,2024,202405,1Q,200003,減価償却費,S004,見込,279183121,212444912
20241116,博報堂プロダクツ,管理統括,クリエイティブ部,管理課,2024,202411,3Q,400003,コンサルティング収入,S001,通常,442993131,474768602
20250101,博報堂DYメディアパートナーズ,メディア統括,経営企画部,開発課,2024,202501,4Q,500002,媒体社リベート,S003,調整,295981127,335521696
20240604,博報堂DYメディアパートナーズ,営業統括,財務経理部,企画課,2024,202406,1Q,500002,媒体社リベート,S003,調整,92844396,85302762
20230813,博報堂プロダクツ,営業統括,デジタルマーケティング部,開発課,2023,202308,2Q,500001,広告主負担金,S005,確定,358875689,401901221
20241020,博報堂,メディア統括,メディアプランニング部,管理課,2024,202410,3Q,300001,営業利益,S004,見込,238197963,188228798
20241213,読売広告社,クリエイティブ統括,制作部,第一課,2024,202412,3Q,200001,人件費,S005,確定,323834854,353236606
20250107,博報堂,メディア統括,クリエイティブ部,推進課,2024,202501,4Q,100002,売上原価,S002,特別,291838137,326557589
20230525,読売広告社,デジタル統括,第一営業部,推進課,2023,202305,1Q,500002,媒体社リベート,S003,調整,118103960,151994043
20250116,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,第二課,2024,202501,4Q,400003,コンサルティング収入,S004,見込,319141202,310903840
20230927,博報堂,メディア統括,第二営業部,企画課,2023,202309,2Q,400001,媒体手数料収入,S003,調整,8140004,6166658
20241014,読売広告社,デジタル統括,財務経理部,推進課,2024,202410,3Q,400003,コンサルティング収入,S001,通常,126845282,94737680
20240223,博報堂,クリエイティブ統括,総務部,開発課,2023,202402,4Q,500002,媒体社リベート,S003,調整,85898698,92570059
20241028,博報堂プロダクツ,クリエイティブ統括,第二営業部,管理課,2024,202410,3Q,400001,媒体手数料収入,S002,特別,192724241,207816234
20240715,博報堂,営業統括,総務部,推進課,2024,202407,2Q,100001,売上高,S005,確定,136083765,137452875
20231005,大広,管理統括,経営企画部,第三課,2023,202310,3Q,500001,広告主負担金,S005,確定,470253950,439861292
20230606,博報堂DYメディアパートナーズ,メディア統括,メディアプランニング部,運用課,2023,202306,1Q,200003,減価償却費,S002,特別,82085706,104011623
20230928,読売広告社,管理統括,制作部,開発課,2023,202309,2Q,500002,媒体社リベート,S002,特別,434683710,386527710
20240623,博報堂プロダクツ,管理統括,メディアプランニング部,管理課,2024,202406,1Q,500001,広告主負担金,S005,確定,7978708,8478628
20240207,博報堂,管理統括,財務経理部,第三課,2023,202402,4Q,200002,経費,S005,確定,120290375,116138896
20231110,博報堂DYメディアパートナーズ,メディア統括,総務部,運用課,2023,202311,3Q,200003,減価償却費,S004,見込,160117162,115975739
20230823,博報堂DYメディアパートナーズ,管理統括,総務部,第三課,2023,202308,2Q,400002,制作収入,S002,特別,557287644,475044141
20250124,読売広告社,デジタル統括,クリエイティブ部,運用課,2024,202501,4Q,500002,媒体社リベート,S005,確定,447579052,464179930
20250117,博報堂プロダクツ,管理統括,総務部,管理課,2024,202501,4Q,200002,経費,S001,通常,512337315,461174418
20241108,博報堂プロダクツ,デジタル統括,第二営業部,第二課,2024,202411,3Q,200003,減価償却費,S003,調整,147673120,152904969
20240614,大広,デジタル統括,総務部,運用課,2024,202406,1Q,100001,売上高,S004,見込,251155415,323409142
20230907,大広,管理統括,人事部,管理課,2023,202309,2Q,500001,広告主負担金,S003,調整,25195361,21906304
20240709,博報堂,メディア統括,財務経理部,企画課,2024,202407,2Q,500001,広告主負担金,S003,調整,30347855,34362525
20250103,読売広告社,デジタル統括,メディアプランニング部,第三課,2024,202501,4Q,400001,媒体手数料収入,S001,通常,490612723,432101740
20240915,大広,メディア統括,制作部,第一課,2024,202409,2Q,400003,コンサルティング収入,S002,特別,232251443,238805269
20240416,大広,クリエイティブ統括,メディアプランニング部,第二課,2024,202404,1Q,100002,売上原価,S003,調整,281736719,260615648
20230627,博報堂,営業統括,財務経理部,企画課,2023,202306,1Q,300001,営業利益,S005,確定,101178057,86851764
20231114,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第一課,2023,202311,3Q,100002,売上原価,S002,特別,288355086,265533801
20240607,大広,クリエイティブ統括,制作部,第三課,2024,202406,1Q,500001,広告主負担金,S002,特別,34339321,44696243
20240524,博報堂DYメディアパートナーズ,デジタル統括,メディアプランニング部,第三課,2024,202405,1Q,300001,営業利益,S004,見込,53872790,84534076
20231107,博報堂プロダクツ,管理統括,クリエイティブ部,第二課,2023,202311,3Q,300002,経常利益,S003,調整,98139032,97696928
20230716,博報堂DYメディアパートナーズ,デジタル統括,制作部,第一課,2023,202307,2Q,200001,人件費,S002,特別,632019800,491121911
20230410,博報堂,管理統括,人事部,第二課,2023,202304,1Q,400002,制作収入,S004,見込,58344123,62340792
20240427,博報堂プロダクツ,管理統括,メディアプランニング部,企画課,2024,202404,1Q,300001,営業利益,S004,見込,529026779,401111635
20240701,読売広告社,デジタル統括,制作部,運用課,2024,202407,2Q,300001,営業利益,S003,調整,118705771,172154870
20241101,読売広告社,営業統括,第一営業部,第一課,2024,202411,3Q,100002,売上原価,S003,調整,194679468,165341796
20240711,博報堂プロダクツ,管理統括,クリエイティブ部,推進課,2024,202407,2Q,300002,経常利益,S002,特別,168698819,252681498
20250304,読売広告社,管理統括,第二営業部,企画課,2024,202503,4Q,500002,媒体社リベート,S003,調整,461700173,487475134
20241019,博報堂DYメディアパートナーズ,営業統括,第一営業部,推進課,2024,202410,3Q,500002,媒体社リベート,S004,見込,48612370,57907115
20240123,博報堂DYメディアパートナーズ,管理統括,総務部,管理課,2023,202401,4Q,300002,経常利益,S003,調整,73254058,69667167
20231102,読売広告社,営業統括,メディアプランニング部,企画課,2023,202311,3Q,100001,売上高,S001,通常,244200171,295151885
20250111,読売広告社,営業統括,デジタルマーケティング部,運用課,2024,202501,4Q,300002,経常利益,S004,見込,151746317,149353657
20240518,博報堂,営業統括,クリエイティブ部,管理課,2024,202405,1Q,200001,人件費,S001,通常,416942839,480508965
20230710,大広,管理統括,メディアプランニング部,推進課,2023,202307,2Q,200003,減価償却費,S002,特別,465326761,418442865
20231208,大広,デジタル統括,制作部,第一課,2023,202312,3Q,300002,経常利益,S004,見込,209109608,235237236
20250120,博報堂,デジタル統括,制作部,運用課,2024,202501,4Q,400002,制作収入,S002,特別,81241819,61905368
20240516,大広,管理統括,デジタルマーケティング部,企画課,2024,202405,1Q,500001,広告主負担金,S004,見込,163044735,224367667
20230521,博報堂プロダクツ,デジタル統括,第一営業部,推進課,2023,202305,1Q,500002,媒体社リベート,S005,確定,108669370,134183872
20230915,博報堂DYメディアパートナーズ,メディア統括,財務経理部,第一課,2023,202309,2Q,500001,広告主負担金,S001,通常,356736729,432208141
20241028,博報堂DYメディアパートナーズ,管理統括,人事部,推進課,2024,202410,3Q,100003,売上総利益,S004,見込,409882143,484397252
20250116,大広,クリエイティブ統括,デジタルマーケティング部,管理課,2024,202501,4Q,200001,人件費,S003,調整,90263901,81848654
20231101,博報堂プロダクツ,営業統括,デジタルマーケティング部,運用課,2023,202311,3Q,200002,経費,S001,通常,285664492,263394805
20231211,博報堂DYメディアパートナーズ,メディア統括,人事部,開発課,2023,202312,3Q,100003,売上総利益,S005,確定,317439144,329671980
20250220,読売広告社,メディア統括,経営企画部,運用課,2024,202502,4Q,100001,売上高,S002,特別,25425575,26676772
20240510,博報堂,メディア統括,総務部,第三課,2024,202405,1Q,500002,媒体社リベート,S002,特別,386146663,444564977
20250104,博報堂DYメディアパートナーズ,管理統括,制作部,第二課,2024,202501,4Q,400002,制作収入,S003,調整,104405532,75941429
20240206,博報堂プロダクツ,クリエイティブ統括,経営企画部,管理課,2023,202402,4Q,300001,営業利益,S004,見込,434489431,333184451
20230520,読売広告社,メディア統括,人事部,運用課,2023,202305,1Q,400001,媒体手数料収入,S004,見込,273568272,227191557
20240905,博報堂,営業統括,財務経理部,第一課,2024,202409,2Q,300002,経常利益,S003,調整,327740706,378372358
20240117,読売広告社,メディア統括,総務部,管理課,2023,202401,4Q,400003,コンサルティング収入,S001,通常,377366608,322169496
20240409,博報堂,メディア統括,総務部,第二課,2024,202404,1Q,300002,経常利益,S003,調整,72195643,83938237
20240108,読売広告社,営業統括,クリエイティブ部,運用課,2023,202401,4Q,400003,コンサルティング収入,S003,調整,243894388,220348521
20240620,読売広告社,メディア統括,クリエイティブ部,管理課,2024,202406,1Q,300002,経常利益,S003,調整,334033268,374721173
20240704,博報堂プロダクツ,クリエイティブ統括,人事部,第一課,2024,202407,2Q,400002,制作収入,S001,通常,426380734,475464663
20230501,大広,デジタル統括,制作部,企画課,2023,202305,1Q,400003,コンサルティング収入,S001,通常,107959618,86072035
20240527,読売広告社,営業統括,制作部,第二課,2024,202405,1Q,100003,売上総利益,S003,調整,309721672,306045691
20231018,大広,デジタル統括,総務部,第三課,2023,202310,3Q,100001,売上高,S001,通常,125855798,140672635
20250303,博報堂DYメディアパートナーズ,管理統括,メディアプランニング部,第二課,2024,202503,4Q,500002,媒体社リベート,S004,見込,414135155,375715118
20230812,博報堂プロダクツ,管理統括,制作部,推進課,2023,202308,2Q,100002,売上原価,S005,確定,498204222,483264547
20230519,読売広告社,メディア統括,第一営業部,第二課,2023,202305,1Q,200002,経費,S004,見込,185834004,135949433
20241116,博報堂,営業統括,総務部,開発課,2024,202411,3Q,200001,人件費,S005,確定,259422386,312157203
20240703,大広,メディア統括,デジタルマーケティング部,第三課,2024,202407,2Q,200001,人件費,S004,見込,243504764,325282842
20240626,大広,管理統括,メディアプランニング部,企画課,2024,202406,1Q,400003,コンサルティング収入,S004,見込,10109883,9520884
20250327,博報堂DYメディアパートナーズ,デジタル統括,デジタルマーケティング部,開発課,2024,202503,4Q,300002,経常利益,S001,通常,495747130,424709556
20240221,読売広告社,メディア統括,第二営業部,第一課,2023,202402,4Q,100002,売上原価,S001,通常,358093682,276231990
20250326,大広,クリエイティブ統括,デジタルマーケティング部,運用課,2024,202503,4Q,400003,コンサルティング収入,S004,見込,525632810,434689754
20240320,読売広告社,デジタル統括,財務経理部,企画課,2023,202403,4Q,400002,制作収入,S001,通常,175961306,273175128
20230421,読売広告社,メディア統括,制作部,管理課,2023,202304,1Q,400003,コンサルティング収入,S002,特別,143213867,196116137
20241023,大広,クリエイティブ統括,メディアプランニング部,第二課,2024,202410,3Q,100001,売上高,S005,確定,215672873,319082423
20230703,博報堂,メディア統括,経営企画部,運用課,2023,202307,2Q,100001,売上高,S003,調整,52082396,65181994
20250302,大広,営業統括,第二営業部,第三課,2024,202503,4Q,400002,制作収入,S002,特別,35098103,41358069
20240814,博報堂,メディア統括,デジタルマーケティング部,第一課,2024,202408,2Q,100003,売上総利益,S002,特別,242579636,372698424
20240905,博報堂プロダクツ,メディア統括,制作部,第一課,2024,202409,2Q,100003,売上総利益,S005,確定,354774146,402211473
20230602,大広,デジタル統括,メディアプランニング部,推進課,2023,202306,1Q,200002,経費,S002,特別,314639680,415139400
20250213,博報堂プロダクツ,クリエイティブ統括,第二営業部,開発課,2024,202502,4Q,200002,経費,S001,通常,128227914,146401243
20230628,大広,デジタル統括,総務部,推進課,2023,202306,1Q,400002,制作収入,S003,調整,401405450,479275478
20240520,大広,メディア統括,メディアプランニング部,開発課,2024,202405,1Q,300001,営業利益,S004,見込,334978797,416085654
20230702,博報堂プロダクツ,営業統括,総務部,運用課,2023,202307,2Q,500001,広告主負担金,S001,通常,640965326,495247844
20230414,大広,管理統括,経営企画部,第三課,2023,202304,1Q,300001,営業利益,S005,確定,309379178,297420569
20231119,博報堂,クリエイティブ統括,制作部,運用課,2023,202311,3Q,500001,広告主負担金,S004,見込,24178291,39498828
20240404,博報堂DYメディアパートナーズ,デジタル統括,第二営業部,管理課,2024,202404,1Q,500002,媒体社リベート,S004,見込,183014547,164314967
20240415,博報堂DYメディアパートナーズ,クリエイティブ統括,人事部,第三課,2024,202404,1Q,200001,人件費,S004,見込,107148322,93226998
20240920,読売広告社,クリエイティブ統括,総務部,運用課,2024,202409,2Q,200001,人件費,S002,特別,288870773,309582024
20230924,読売広告社,営業統括,財務経理部,第三課,2023,202309,2Q,400003,コンサルティング収入,S002,特別,104964123,90227623
20240417,博報堂,メディア統括,制作部,運用課,2024,202404,1Q,400003,コンサルティング収入,S002,特別,357295486,419399390
20241212,読売広告社,クリエイティブ統括,第二営業部,第三課,2024,202412,3Q,100002,売上原価,S003,調整,144324358,151501875
20230602,博報堂プロダクツ,営業統括,第一営業部,第一課,2023,202306,1Q,200003,減価償却費,S001,通常,35652853,44178145
20231024,読売広告社,メディア統括,経営企画部,開発課,2023,202310,3Q,200002,経費,S004,見込,175368252,237133878
20250107,博報堂DYメディアパートナーズ,管理統括,経営企画部,推進課,2024,202501,4Q,300002,経常利益,S004,見込,202245979,231917468
20230923,大広,管理統括,デジタルマーケティング部,管理課,2023,202309,2Q,100002,売上原価,S003,調整,83011898,76742925
20230405,博報堂DYメディアパートナーズ,管理統括,デジタルマーケティング部,推進課,2023,202304,1Q,400003,コンサルティング収入,S004,見込,84397268,87693260
20240119,読売広告社,営業統括,クリエイティブ部,管理課,2023,202401,4Q,500002,媒体社リベート,S002,特別,371567699,390434196
20240412,大広,管理統括,総務部,管理課,2024,202404,1Q,500001,広告主負担金,S005,確定,287359625,242149037
20230517,博報堂DYメディアパートナーズ,クリエイティブ統括,総務部,管理課,2023,202305,1Q,300002,経常利益,S002,特別,232938034,353295746
20240428,博報堂,メディア統括,クリエイティブ部,開発課,2024,202404,1Q,200002,経費,S001,通常,556753862,472909465
20230422,博報堂,営業統括,第一営業部,第一課,2023,202304,1Q,500002,媒体社リベート,S001,通常,365310343,440458686
20231007,読売広告社,管理統括,第一営業部,企画課,2023,202310,3Q,200003,減価償却費,S003,調整,319506319,233635006
20231011,博報堂,管理統括,人事部,第三課,2023,202310,3Q,200003,減価償却費,S003,調整,2453514,3594601
20240123,読売広告社,メディア統括,人事部,第三課,2023,202401,4Q,500002,媒体社リベート,S003,調整,257970895,252787700
20231005,大広,デジタル統括,クリエイティブ部,第二課,2023,202310,3Q,200002,経費,S005,確定,182520246,155235064
20231202,大広,デジタル統括,経営企画部,第二課,2023,202312,3Q,400002,制作収入,S001,通常,167724465,253548478
20230615,博報堂,デジタル統括,人事部,第一課,2023,202306,1Q,100003,売上総利益,S003,調整,106322767,85353341
20231218,読売広告社,デジタル統括,第一営業部,第三課,2023,202312,3Q,400003,コンサルティング収入,S003,調整,58518845,75314263
20230717,博報堂,デジタル統括,第一営業部,管理課,2023,202307,2Q,400003,コンサルティング収入,S003,調整,229989977,324158720
20250120,大広,デジタル統括,メディアプランニング部,開発課,2024,202501,4Q,500002,媒体社リベート,S002,特別,302629136,335526406
20231209,読売広告社,デジタル統括,経営企画部,第一課,2023,202312,3Q,500002,媒体社リベート,S001,通常,614026086,453441935
20240710,博報堂プロダクツ,クリエイティブ統括,財務経理部,企画課,2024,202407,2Q,400001,媒体手数料収入,S002,特別,476261399,344915670
20240115,博報堂プロダクツ,メディア統括,クリエイティブ部,第三課,2023,202401,4Q,500002,媒体社リベート,S005,確定,321237610,338939810
20230611,博報堂プロダクツ,営業統括,メディアプランニング部,推進課,2023,202306,1Q,400001,媒体手数料収入,S005,確定,23979044,33415718
20230918,博報堂DYメディアパートナーズ,営業統括,第一営業部,開発課,2023,202309,2Q,300001,営業利益,S001,通常,448374111,429210218
